gene_id	chisq	pvalue	adj_pvalue	ExDp	ExMU	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
KDM4A	4.90696136798863	0.0267486577757627	0.0984158783104258	0.388888888888889	0.704225352112676	-0.315336463223787	chr1:43704295:+_vs_chr1:43704483:+	-0.630672926447574	chr1:43704295:+;chr1:43704483:+	proximal	FALSE
ZNF821	4.90034030140982	0.0268514036297321	0.0985975000081812	1	0.825396825396825	0.174603174603175	chr16:71879744:-_vs_chr16:71859685:-	0.349206349206349	chr16:71859685:-;chr16:71879744:-	distal	FALSE
DACT1	9.14465324591375	0.0274282010426095	0.100401878681886	0.178571428571429	0.343537414965986	-0.164965986394558	chr14:58647200:+_vs_chr14:58647259:+	-0.270408163265306	chr14:58646146:+;chr14:58647200:+;chr14:58647259:+;chr14:58648274:+	proximal	FALSE
GAP43	7.18827793001375	0.0274843379675059	0.100401878681886	0.561946902654867	0.625592417061611	-0.0636455144067442	chr3:115721401:+_vs_chr3:115721483:+	-0.200520068783291	chr3:115721072:+;chr3:115721401:+;chr3:115721483:+	proximal	FALSE
THUMPD3	4.85877403846154	0.0275058747228124	0.100401878681886	1	0.48	0.52	chr3:9366984:+_vs_chr3:9371189:+	1.04	chr3:9366984:+;chr3:9371189:+	distal	FALSE
COPB1	10.8586340519114	0.0281995654663712	0.102730961373546	0.242647058823529	0.472222222222222	-0.229575163398693	chr11:14475916:-_vs_chr11:14457550:-	-0.412698412698413	chr11:14457550:-;chr11:14457811:-;chr11:14464934:-;chr11:14474502:-;chr11:14475916:-	proximal	FALSE
MRPS10	7.12571279937574	0.0283577079702214	0.102873782906001	0.304347826086957	0.349056603773585	-0.0447087776866283	chr6:42207221:-_vs_chr6:42206801:-	-0.442165709598031	chr6:42206801:-;chr6:42207221:-;chr6:42208300:-	proximal	FALSE
PHAX	4.80478115634366	0.0283808711426701	0.102873782906001	0.3125	0.818181818181818	-0.505681818181818	chr5:126608423:+_vs_chr5:126625447:+	-1.01136363636364	chr5:126608423:+;chr5:126625447:+	proximal	FALSE
ILF3	10.8413688514573	0.0284058631738282	0.102873782906001	0.595238095238095	0.576347305389222	0.0188907898488737	chr19:10681104:+_vs_chr19:10683493:+	-0.281365839749073	chr19:10670606:+;chr19:10677234:+;chr19:10681104:+;chr19:10683493:+;chr19:10689844:+	proximal	FALSE
SREK1	7.11129385964912	0.0285628907520441	0.103240037610617	0.526315789473684	0.703125	-0.176809210526316	chr5:66170611:+_vs_chr5:66170689:+	-0.559210526315789	chr5:66164808:+;chr5:66170611:+;chr5:66170689:+	proximal	FALSE
CTNNA1	7.093744286274	0.0288146268757276	0.103946515311463	0.425	0.403225806451613	0.0217741935483872	chr5:138934327:+_vs_chr5:138934712:+	0.454838709677419	chr5:138934327:+;chr5:138934712:+;chr5:138935032:+	distal	FALSE
MRPS36	7.06928104575163	0.029169240779733	0.105020638830735	0.6875	0.416666666666667	0.270833333333333	chr5:69229355:+_vs_chr5:69230158:+	0.541666666666667	chr5:69229355:+;chr5:69229462:+;chr5:69230158:+	distal	FALSE
PCNP	4.7314328435106	0.0296162031017889	0.106237136337141	1	0.8375	0.1625	chr3:101593007:+_vs_chr3:101594437:+	0.325	chr3:101593007:+;chr3:101594437:+	distal	FALSE
SCN2A	8.97522098136088	0.0296221576684503	0.106237136337141	0.178082191780822	0.374269005847953	-0.196186814067131	chr2:165315614:+_vs_chr2:165354333:+	-0.376832492189378	chr2:165315614:+;chr2:165315646:+;chr2:165315692:+;chr2:165354333:+	proximal	FALSE
DNAJC15	4.72055011520737	0.0298042067208205	0.106496381202376	0.75	0.258064516129032	0.491935483870968	chr13:43107418:+_vs_chr13:43109174:+	0.983870967741935	chr13:43107418:+;chr13:43109174:+	distal	FALSE
MAPK8	8.96130832130832	0.0298097612786294	0.106496381202376	0.170940170940171	0.220512820512821	-0.0495726495726496	chr10:48435762:+_vs_chr10:48435878:+	-0.417948717948718	chr10:48435762:+;chr10:48435878:+;chr10:48436412:+;chr10:48439352:+	proximal	FALSE
SERBP1	10.7105596043212	0.0300169255976735	0.106995795879022	0.797297297297297	0.672131147540984	0.125166149756314	chr1:67420147:-_vs_chr1:67412863:-	0.306158617634027	chr1:67411053:-;chr1:67412863:-;chr1:67420019:-;chr1:67420147:-;chr1:67426165:-	distal	FALSE
MPZL1	4.70554812834225	0.0300654131354698	0.106995795879022	0.846153846153846	0.423076923076923	0.423076923076923	chr1:167772387:+_vs_chr1:167787958:+	0.846153846153846	chr1:167772387:+;chr1:167787958:+	distal	FALSE
CMAS	4.68929774819198	0.0303510493006684	0.107804592419874	0.875	0.596153846153846	0.278846153846154	chr12:22061441:+_vs_chr12:22065668:+	0.557692307692308	chr12:22061441:+;chr12:22065668:+	distal	FALSE
OIP5-AS1	8.91127279635258	0.0304941218449275	0.108104881089407	0.603174603174603	0.68	-0.0768253968253969	chr15:41298526:+_vs_chr15:41298745:+	-0.303809523809524	chr15:41286078:+;chr15:41298526:+;chr15:41298745:+;chr15:41299426:+	proximal	FALSE
LRRC49	6.96152703505645	0.0307838980118725	0.108923102735495	0.5	0.755555555555556	-0.255555555555556	chr15:71037244:+_vs_chr15:71037325:+	-0.588888888888889	chr15:70980183:+;chr15:71037244:+;chr15:71037325:+	proximal	FALSE
STAM	4.66167355371901	0.0308431148020149	0.108923963746313	0.272727272727273	0.785714285714286	-0.512987012987013	chr10:17693311:+_vs_chr10:17715910:+	-1.02597402597403	chr10:17693311:+;chr10:17715910:+	proximal	FALSE
TLK1	4.65259858732765	0.0310065749783947	0.10929225951354	0.857142857142857	0.472222222222222	0.384920634920635	chr2:171061109:-_vs_chr2:171050133:-	0.76984126984127	chr2:171050133:-;chr2:171061109:-	distal	FALSE
ENOX1	6.94139194139194	0.0310953816539863	0.109396514123643	0.6875	0.375	0.3125	chr13:43784569:-_vs_chr13:43269540:-	0.625	chr13:43269540:-;chr13:43322402:-;chr13:43784569:-	distal	FALSE
MPHOSPH10	8.85730170755171	0.0312495516589124	0.109532348108887	0.333333333333333	0.444444444444444	-0.111111111111111	chr2:71141261:+_vs_chr2:71149980:+	-0.496969696969697	chr2:71134678:+;chr2:71141261:+;chr2:71149311:+;chr2:71149980:+	proximal	FALSE
UBQLN1	4.63903356481481	0.0312525974300938	0.109532348108887	0.833333333333333	0.485714285714286	0.347619047619048	chr9:83661432:-_vs_chr9:83659970:-	0.695238095238095	chr9:83659970:-;chr9:83661432:-	distal	FALSE
RAB18	4.63502892907146	0.0313256162225285	0.109580327960246	0.560975609756098	0.8	-0.239024390243902	chr10:27533845:+_vs_chr10:27539828:+	-0.478048780487805	chr10:27533845:+;chr10:27539828:+	proximal	FALSE
UBE2I	4.63156961386305	0.0313888351257973	0.109593910165118	0.241935483870968	0.116959064327485	0.124976419543482	chr16:1325350:+_vs_chr16:1327015:+	0.249952839086965	chr16:1325350:+;chr16:1327015:+	distal	FALSE
DEK	10.5982366885402	0.0314703745545806	0.109671286419453	0.442307692307692	0.523148148148148	-0.0808404558404558	chr6:18256382:-_vs_chr6:18226201:-	-0.252136752136752	chr6:18224181:-;chr6:18224586:-;chr6:18226201:-;chr6:18249697:-;chr6:18256382:-	proximal	FALSE
NR2F1	6.90942807261101	0.0315963384699963	0.10973679327495	0.14	0.355072463768116	-0.215072463768116	chr5:93594133:+_vs_chr5:93594611:+	-0.430144927536232	chr5:93594133:+;chr5:93594365:+;chr5:93594611:+	proximal	FALSE
RPL36	6.90869011949968	0.0316079989292223	0.10973679327495	0.493103448275862	0.515322580645161	-0.0222191323692993	chr19:5691451:+_vs_chr19:5691667:+	-0.0458286985539489	chr19:5691451:+;chr19:5691667:+;chr19:5691875:+	proximal	FALSE
AKR1A1	4.60895078261778	0.0318054875338409	0.110215263555355	1	0.875	0.125	chr1:45567847:+_vs_chr1:45570049:+	0.25	chr1:45567847:+;chr1:45570049:+	distal	FALSE
WDR43	4.59403807687848	0.0320833416469388	0.110969910153363	0.942857142857143	0.71875	0.224107142857143	chr2:28917919:+_vs_chr2:28946760:+	0.448214285714286	chr2:28917919:+;chr2:28946760:+	distal	FALSE
MINDY2	4.56582277676028	0.0326160036684213	0.112601418272101	1	0.535714285714286	0.464285714285714	chr15:58854681:+_vs_chr15:58855102:+	0.928571428571429	chr15:58854681:+;chr15:58855102:+	distal	FALSE
WWC1	6.83636363636364	0.0327719661963795	0.112657916015627	0	0.545454545454545	-0.545454545454545	chr5:168469205:+_vs_chr5:168469244:+	-1.09090909090909	chr5:168469205:+;chr5:168469244:+;chr5:168469756:+	proximal	FALSE
RBMX	6.82983223870128	0.0328791645115181	0.112657916015627	0.337209302325581	0.245508982035928	0.0917003202896532	chrX:136874047:-_vs_chrX:136873461:-	0.214454811307617	chrX:136869192:-;chrX:136873461:-;chrX:136874047:-	distal	FALSE
PRELID1	4.55124411077981	0.0328948364562408	0.112657916015627	0.342857142857143	0.572916666666667	-0.230059523809524	chr5:177306661:+_vs_chr5:177306949:+	-0.460119047619048	chr5:177306661:+;chr5:177306949:+	proximal	FALSE
GRB2	10.4888979535305	0.0329502618430933	0.112657916015627	0.322916666666667	0.224926253687316	0.097990412979351	chr17:75320341:-_vs_chr17:75320015:-	0.176069321533923	chr17:75318076:-;chr17:75319610:-;chr17:75320015:-;chr17:75320166:-;chr17:75320341:-	distal	FALSE
SEPTIN2	10.4878094274147	0.0329653268426532	0.112657916015627	0.607142857142857	0.572368421052632	0.0347744360902255	chr2:241337788:+_vs_chr2:241353736:+	0.402255639097744	chr2:241336944:+;chr2:241337788:+;chr2:241351994:+;chr2:241353736:+;chr2:241354027:+	distal	FALSE
ZNF326	8.7346101606774	0.0330356295758397	0.112657916015627	0.294117647058824	0.403755868544601	-0.109638221485777	chr1:90010193:+_vs_chr1:90017365:+	-0.574150787075394	chr1:90010193:+;chr1:90010252:+;chr1:90017365:+;chr1:90027697:+	proximal	FALSE
SRRM3	4.54270379864867	0.0330593343153599	0.112657916015627	0.444444444444444	0.727272727272727	-0.282828282828283	chr7:76260177:+_vs_chr7:76264792:+	-0.565656565656566	chr7:76260177:+;chr7:76264792:+	proximal	FALSE
PDIA3	6.80457075045687	0.0332970866028044	0.113084642477612	0.664835164835165	0.698795180722892	-0.0339600158877267	chr15:43769565:+_vs_chr15:43771182:+	-0.209717992850523	chr15:43769565:+;chr15:43771182:+;chr15:43771540:+	proximal	FALSE
RPL37	8.71621788537549	0.0333118400381259	0.113084642477612	0.666666666666667	0.523809523809524	0.142857142857143	chr5:40830462:-_vs_chr5:40826348:-	0.509316770186335	chr5:40825262:-;chr5:40826348:-;chr5:40827671:-;chr5:40830462:-	distal	FALSE
PTPN13	4.52678571428571	0.0333682350570105	0.113084642477612	1	0.36	0.64	chr4:86734384:+_vs_chr4:86744988:+	1.28	chr4:86734384:+;chr4:86744988:+	distal	FALSE
PLPPR4	4.49500788563289	0.0339939568947113	0.114994209495479	0.541666666666667	0	0.541666666666667	chr1:99308442:+_vs_chr1:99309403:+	1.08333333333333	chr1:99308442:+;chr1:99309403:+	distal	FALSE
MSMO1	10.3803579031292	0.0344855475087998	0.116443887109238	0.658333333333333	0.622093023255814	0.0362403100775195	chr4:165343070:+_vs_chr4:165343164:+	0.253100775193798	chr4:165341915:+;chr4:165342063:+;chr4:165342147:+;chr4:165343070:+;chr4:165343164:+	distal	FALSE
ING4	4.46426822871131	0.0346109117649876	0.116653930711555	0	0.126315789473684	-0.126315789473684	chr12:6650604:-_vs_chr12:6650301:-	-0.252631578947368	chr12:6650301:-;chr12:6650604:-	proximal	FALSE
RNF11	4.44492098998227	0.0350052099186347	0.117767983096026	0.246575342465753	0.461538461538462	-0.214963119072708	chr1:51273105:+_vs_chr1:51273256:+	-0.429926238145416	chr1:51273105:+;chr1:51273256:+	proximal	FALSE
CADM4	6.68900380940004	0.0352777824797975	0.118297106245188	0.798387096774194	0.838461538461538	-0.040074441687345	chr19:43622539:-_vs_chr19:43622368:-	-0.287593052109181	chr19:43622368:-;chr19:43622539:-;chr19:43624838:-	proximal	FALSE
HLTF	10.3252904989747	0.0352905823178661	0.118297106245188	0.495192307692308	0.412337662337662	0.0828546453546453	chr3:149070423:-_vs_chr3:149046204:-	0.275474525474525	chr3:149046204:-;chr3:149059730:-;chr3:149070423:-;chr3:149071619:-;chr3:149074270:-	distal	FALSE
EIF3H	8.56011791602386	0.0357488236469818	0.119616082021695	0.611111111111111	0.577209797657082	0.033901313454029	chr8:116644985:-_vs_chr8:116644832:-	0.236497794005781	chr8:116644084:-;chr8:116644832:-;chr8:116644985:-;chr8:116657233:-	distal	FALSE
UBE2V1	10.2666631398642	0.0361675315367775	0.12079824728468	0.493055555555556	0.614130434782609	-0.121074879227053	chr20:50084164:-_vs_chr20:50081365:-	-0.32487922705314	chr20:50081124:-;chr20:50081365:-;chr20:50082755:-;chr20:50082814:-;chr20:50084164:-	proximal	FALSE
MORF4L1	10.2370102657957	0.036619026440783	0.122085454577845	0.774147727272727	0.77755376344086	-0.00340603616813295	chr15:78897216:+_vs_chr15:78897733:+	0.211876832844575	chr15:78880579:+;chr15:78891014:+;chr15:78891571:+;chr15:78897216:+;chr15:78897733:+	distal	FALSE
CDKL2	6.60071301247772	0.0368700206655385	0.122492169997864	0.588235294117647	0.291666666666667	0.29656862745098	chr4:75625988:-_vs_chr4:75578703:-	0.593137254901961	chr4:75578703:-;chr4:75598119:-;chr4:75625988:-	distal	FALSE
C1orf35	4.35623759522038	0.0368736581043921	0.122492169997864	0.551724137931034	0.282608695652174	0.269115442278861	chr1:228101410:-_vs_chr1:228100735:-	0.538230884557721	chr1:228100735:-;chr1:228101410:-	distal	FALSE
C7orf26	4.33444816053512	0.0373485210301102	0.123846891099845	0.111111111111111	0.564102564102564	-0.452991452991453	chr7:6600021:+_vs_chr7:6608726:+	-0.905982905982906	chr7:6600021:+;chr7:6608726:+	proximal	FALSE
IDI1	6.56427587676049	0.0375478958467665	0.124284881055516	0.863636363636364	0.873188405797102	-0.00955204216073791	chr10:1041344:-_vs_chr10:1040195:-	-0.167061923583663	chr10:1040044:-;chr10:1040195:-;chr10:1041344:-	proximal	FALSE
TFAM	6.55695266272189	0.0376856335024508	0.124517647726345	0.269230769230769	0.5625	-0.293269230769231	chr10:58388796:+_vs_chr10:58396138:+	-0.586538461538462	chr10:58388796:+;chr10:58395044:+;chr10:58396138:+	proximal	FALSE
INPP5F	4.31125534188034	0.0378610129778896	0.12487373387529	1	0.25	0.75	chr10:119791645:+_vs_chr10:119829151:+	1.5	chr10:119791645:+;chr10:119829151:+	distal	FALSE
GPATCH2L	4.30523226773227	0.0379953065267356	0.125093281916008	1	0.363636363636364	0.636363636363636	chr14:76154996:+_vs_chr14:76174052:+	1.27272727272727	chr14:76154996:+;chr14:76174052:+	distal	FALSE
FNBP1L	19.1604914928995	0.0382709172986375	0.125776484431643	0.419796954314721	0.473780487804878	-0.0539835334901572	chr1:93529692:+_vs_chr1:93552649:+	-0.115843341174528	chr1:93501254:+;chr1:93523489:+;chr1:93529692:+;chr1:93530804:+;chr1:93530882:+;chr1:93536446:+;chr1:93546874:+;chr1:93550970:+;chr1:93552649:+;chr1:93553107:+;chr1:93554661:+	proximal	FALSE
ELOB	4.282571437772	0.0385050535096855	0.126321196860371	0.21505376344086	0.11969111969112	0.0953626437497405	chr16:2771946:-_vs_chr16:2771414:-	0.190725287499481	chr16:2771414:-;chr16:2771946:-	distal	FALSE
PARP1	6.50238906258041	0.0387279184797579	0.126827066368994	0.513888888888889	0.515748031496063	-0.00185914260717412	chr1:226388689:-_vs_chr1:226379623:-	-0.267279090113736	chr1:226379623:-;chr1:226388689:-;chr1:226390419:-	proximal	FALSE
ARL8A	4.26390016233766	0.0389304430751969	0.127264651964405	0.888888888888889	0.375	0.513888888888889	chr1:202135161:-_vs_chr1:202133405:-	1.02777777777778	chr1:202133405:-;chr1:202135161:-	distal	FALSE
RNF141	6.48621570736955	0.0390423683847332	0.127405043121205	0.269230769230769	0.420454545454545	-0.151223776223776	chr11:10513644:-_vs_chr11:10513286:-	-0.583916083916084	chr11:10513286:-;chr11:10513644:-;chr11:10513678:-	proximal	FALSE
ATCAY	4.24679105170333	0.0393245696232786	0.128099612159075	0.684210526315789	0.444444444444444	0.239766081871345	chr19:3925857:+_vs_chr19:3926326:+	0.47953216374269	chr19:3925857:+;chr19:3926326:+	distal	FALSE
CAMK4	6.46251415219872	0.039507803244206	0.128469916535297	0.264705882352941	0.476190476190476	-0.211484593837535	chr5:111344100:+_vs_chr5:111485731:+	-0.49859943977591	chr5:111344100:+;chr5:111485731:+;chr5:111486087:+	proximal	FALSE
LUC7L	6.40626955698287	0.0406346235707062	0.131058647683054	0.760869565217391	0.734375	0.0264945652173912	chr16:206005:-_vs_chr16:188990:-	0.408967391304348	chr16:188990:-;chr16:206005:-;chr16:206117:-	distal	FALSE
CBX5	6.40583779109042	0.040643396839927	0.131058647683054	0.115384615384615	0.319672131147541	-0.204287515762926	chr12:54241769:-_vs_chr12:54239359:-	-0.408575031525851	chr12:54239359:-;chr12:54240386:-;chr12:54241769:-	proximal	FALSE
RAB1A	8.27530177193395	0.0406518444612382	0.131058647683054	0.389937106918239	0.374551971326165	0.0153851355920741	chr2:65087878:-_vs_chr2:65086946:-	0.0926151349158044	chr2:65086854:-;chr2:65086946:-;chr2:65087878:-;chr2:65088428:-	distal	FALSE
RBM8A	4.18862059877715	0.0406961975968348	0.131058647683054	0.28	0.0967741935483871	0.183225806451613	chr1:145925723:-_vs_chr1:145923648:-	0.366451612903226	chr1:145923648:-;chr1:145925723:-	distal	FALSE
MCL1	4.18787361831717	0.0407141340620104	0.131058647683054	1	0.763636363636364	0.236363636363636	chr1:150575962:-_vs_chr1:150574558:-	0.472727272727273	chr1:150574558:-;chr1:150575962:-	distal	FALSE
TMUB2	4.18722771663948	0.0407296501191517	0.131058647683054	1	0.621621621621622	0.378378378378378	chr17:44190201:+_vs_chr17:44191731:+	0.756756756756757	chr17:44190201:+;chr17:44191731:+	distal	FALSE
SKP1	11.5679896976184	0.0412115842167078	0.132171243957482	0.423357664233577	0.368021680216802	0.0553359840167745	chr5:134157347:-_vs_chr5:134156877:-	0.153541827389077	chr5:134156396:-;chr5:134156877:-;chr5:134157041:-;chr5:134157347:-;chr5:134157473:-;chr5:134161063:-	distal	FALSE
EEF2	4.16700765080635	0.0412185362856033	0.132171243957482	0.708333333333333	0.770935960591133	-0.0626026272577996	chr19:3981408:-_vs_chr19:3976056:-	-0.125205254515599	chr19:3976056:-;chr19:3981408:-	proximal	FALSE
NUDT3	8.23445290651768	0.0414068100323715	0.132504662916041	0.491228070175439	0.495726495726496	-0.00449842555105717	chr6:34288222:-_vs_chr6:34279679:-	-0.332658569500675	chr6:34279679:-;chr6:34288222:-;chr6:34288346:-;chr6:34341743:-	proximal	FALSE
NME4	4.15642857142857	0.0414767723196317	0.132504662916041	0.285714285714286	0.666666666666667	-0.380952380952381	chr16:400648:+_vs_chr16:400754:+	-0.761904761904762	chr16:400648:+;chr16:400754:+	proximal	FALSE
PCBP2	8.2274428609897	0.0415377367776869	0.132504662916041	0.779026217228465	0.848303393213573	-0.0692771759851082	chr12:53475548:+_vs_chr12:53479624:+	-0.14001211061024	chr12:53475548:+;chr12:53475655:+;chr12:53479624:+;chr12:53479795:+	proximal	FALSE
DNM1L	11.5245165185692	0.0419169901606064	0.133483932459724	0.335483870967742	0.468571428571429	-0.133087557603687	chr12:32708204:+_vs_chr12:32745304:+	-0.311981566820277	chr12:32708204:+;chr12:32733797:+;chr12:32740174:+;chr12:32744563:+;chr12:32744730:+;chr12:32745304:+	proximal	FALSE
FAM217B	8.17507350925718	0.0425286967568761	0.135198800189243	0.234848484848485	0.341269841269841	-0.106421356421356	chr20:59944831:+_vs_chr20:59945334:+	-0.399350649350649	chr20:59944831:+;chr20:59945096:+;chr20:59945334:+;chr20:59947528:+	proximal	FALSE
HSPD1	14.5141236499316	0.0427572262427986	0.135691747200084	0.657782515991471	0.613756613756614	0.0440259022348574	chr2:197488453:-_vs_chr2:197486939:-	0.140900436091149	chr2:197486584:-;chr2:197486939:-;chr2:197488310:-;chr2:197488453:-;chr2:197489065:-;chr2:197493442:-;chr2:197494658:-;chr2:197497292:-	distal	FALSE
MRFAP1L1	8.1448275900519	0.0431114878836387	0.13658133468453	0.735849056603774	0.684326710816777	0.0515223457869967	chr4:6708187:-_vs_chr4:6707745:-	0.275771585655379	chr4:6707701:-;chr4:6707745:-;chr4:6708187:-;chr4:6708437:-	distal	FALSE
ANP32A	9.8316687707947	0.0433606975186506	0.137135630679705	0.592696629213483	0.646666666666667	-0.0539700374531835	chr15:68779873:-_vs_chr15:68778907:-	-0.220973782771536	chr15:68778907:-;chr15:68779374:-;chr15:68779873:-;chr15:68780105:-;chr15:68787442:-	proximal	FALSE
SNRPE	4.07522383953581	0.0435165000219802	0.137388233476767	0.857142857142857	0.333333333333333	0.523809523809524	chr1:203870100:+_vs_chr1:203870321:+	1.04761904761905	chr1:203870100:+;chr1:203870321:+	distal	FALSE
GPM6B	6.2658854609581	0.0435893366634463	0.137388233476767	0.467741935483871	0.647540983606557	-0.179799048122686	chrX:13771456:-_vs_chrX:13770943:-	-0.359598096245373	chrX:13770943:-;chrX:13771029:-;chrX:13771456:-	proximal	FALSE
CAMSAP2	4.06347874166502	0.0438201384632602	0.137880401604159	0.136363636363636	0.444444444444444	-0.308080808080808	chr1:200849231:+_vs_chr1:200852598:+	-0.616161616161616	chr1:200849231:+;chr1:200852598:+	proximal	FALSE
RNASEH2C	4.05057286072324	0.0441563581494486	0.13870202976536	0.857142857142857	0.315789473684211	0.541353383458647	chr11:65719684:-_vs_chr11:65717673:-	1.08270676691729	chr11:65717673:-;chr11:65719684:-	distal	FALSE
