gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	PA1	PA2	annotation	FDR	sig	tss	pas
HNRNPDL	0.0013387345384017	TSS04-PA02	chr4:82430462:-|chr4:82424628:-	1.28703033085572	chr4:82424628:-	chr4:82423207:-	TUTR	0.00872459383833377	TRUE	chr4:82429397:-;chr4:82430225:-;chr4:82430399:-;chr4:82430462:-	chr4:82423207:-;chr4:82424628:-
PFDN4	0.00138101666281418	TSS03-PA05	chr20:54208428:+|chr20:54219966:+	4.94485125858123	chr20:54219410:+	chr20:54219966:+	TUTR	0.00892914420530854	TRUE	chr20:54208087:+;chr20:54208300:+;chr20:54208428:+	chr20:54219203:+;chr20:54219410:+;chr20:54219484:+;chr20:54219600:+;chr20:54219966:+
LNPK	0.0013894987776774	TSS07-PA02	chr2:176002345:-|chr2:175928642:-	10.9264214046823	chr2:175927757:-	chr2:175928642:-	TUTR	0.00892914420530854	TRUE	chr2:176002263:-;chr2:176002345:-	chr2:175927757:-;chr2:175928642:-;chr2:175928996:-;chr2:175929173:-
PLPP5	0.0013925692657353	TSS05-PA01	chr8:38268939:-|chr8:38263130:-	5.72438314373798	chr8:38266982:-	chr8:38263130:-	ALE	0.00892914420530854	TRUE	chr8:38267322:-;chr8:38268939:-;chr8:38269140:-	chr8:38266982:-;chr8:38263130:-;chr8:38264739:-
CDH6	0.00139347586115975	TSS01-PA05	chr5:31193686:+|chr5:31323940:+	4.57142857142857	chr5:31302831:+	chr5:31323940:+	ALE	0.00892914420530854	TRUE	chr5:31193686:+;chr5:31193750:+	chr5:31323940:+;chr5:31302831:+
JCAD	0.00139347586115975	TSS03-PA07	chr10:30115494:-|chr10:30060182:-	4.57142857142857	chr10:30016843:-	chr10:30060182:-	ALE	0.00892914420530854	TRUE	chr10:30059586:-;chr10:30115494:-	chr10:30016843:-;chr10:30060182:-
PTGES3L	0.00139347586115975	TSS02-PA01	chr17:42980080:-|chr17:42968103:-	4.57142857142857	chr17:42968726:-	chr17:42968103:-	TUTR	0.00892914420530854	TRUE	chr17:42980080:-;chr17:42980433:-	chr17:42968103:-;chr17:42968726:-
VPS26B	0.00139911568279464	TSS03-PA03	chr11:134225299:+|chr11:134247772:+	3.8915332711464	chr11:134247772:+	chr11:134245732:+	TUTR	0.00894031024047604	TRUE	chr11:134224671:+;chr11:134225194:+;chr11:134225299:+;chr11:134234962:+	chr11:134245732:+;chr11:134247730:+;chr11:134247772:+
ZNF384	0.00140646103878904	TSS06-PA03	chr12:6688859:-|chr12:6666795:-	6.43176178660049	chr12:6666738:-	chr12:6666477:-	TUTR	0.0089622822860613	TRUE	chr12:6673395:-;chr12:6678542:-;chr12:6688859:-;chr12:6689292:-;chr12:6689375:-;chr12:6689454:-	chr12:6666477:-;chr12:6666738:-;chr12:6666795:-
GRB2	0.00142606557107357	TSS03-PA01	chr17:75393656:-|chr17:75318076:-	3.44496793145039	chr17:75318076:-	chr17:75320011:-	TUTR	0.00906203440455058	TRUE	chr17:75321753:-;chr17:75393656:-;chr17:75393803:-;chr17:75393864:-;chr17:75405486:-;chr17:75405678:-	chr17:75318076:-;chr17:75320011:-
AZI2	0.00145977110117424	TSS07-PA02	chr3:28348629:-|chr3:28322354:-	5.72263570621339	chr3:28323539:-	chr3:28322354:-	TUTR	0.00925059366324231	TRUE	chr3:28348629:-;chr3:28348790:-;chr3:28348924:-;chr3:28349050:-	chr3:28321052:-;chr3:28322354:-;chr3:28322961:-;chr3:28323539:-;chr3:28331690:-
VKORC1L1	0.00148372149065273	TSS03-PA03	chr7:65873270:+|chr7:65957853:+	6.16333333333333	chr7:65954819:+	chr7:65958548:+	TUTR	0.00937646583900102	TRUE	chr7:65873074:+;chr7:65873166:+;chr7:65873270:+;chr7:65873369:+	chr7:65954819:+;chr7:65958548:+;chr7:65954726:+;chr7:65957853:+
SGCB	0.00153331006789648	TSS01-PA04	chr4:52033640:-|chr4:52023936:-	5.77260504201681	chr4:52020695:-	chr4:52023696:-	TUTR	0.00966322333998498	TRUE	chr4:52033640:-;chr4:52038245:-;chr4:52038299:-	chr4:52020695:-;chr4:52023936:-;chr4:52022031:-;chr4:52023696:-
IVD	0.00158544038551186	TSS10-PA03	chr15:40416155:+|chr15:40421304:+	4.83439813194448	chr15:40418855:+	chr15:40421304:+	TUTR	0.00996438423113482	TRUE	chr15:40405795:+;chr15:40416155:+	chr15:40418855:+;chr15:40420447:+;chr15:40421304:+;chr15:40435947:+
PEX16	0.00159959016437876	TSS06-PA01	chr11:45918812:-|chr11:45909663:-	3.47980801059252	chr11:45910179:-	chr11:45909663:-	TUTR	0.0100258465494122	TRUE	chr11:45915543:-;chr11:45917825:-;chr11:45918021:-;chr11:45918078:-;chr11:45918812:-	chr11:45910179:-;chr11:45909663:-
NTRK3	0.00166185453719911	TSS12-PA03	chr15:88256705:-|chr15:87979058:-	5.29027576197388	chr15:87977364:-	chr15:87979058:-	TUTR	0.0103877229109939	TRUE	chr15:87978803:-;chr15:88256153:-;chr15:88256705:-	chr15:87977364:-;chr15:87979058:-
CEP70	0.00166862091877456	TSS05-PA02	chr3:138594319:-|chr3:138495008:-	4.08333333333333	chr3:138494344:-	chr3:138495008:-	TUTR	0.0104016749664914	TRUE	chr3:138594224:-;chr3:138594319:-	chr3:138494344:-;chr3:138495008:-;chr3:138499884:-;chr3:138536033:-
AMZ2	0.00167956350409728	TSS05-PA01	chr17:68248004:+|chr17:68257076:+	1.83745105090705	chr17:68257157:+	chr17:68257076:+	TUTR	0.010441514033602	TRUE	chr17:68205481:+;chr17:68206129:+;chr17:68247574:+;chr17:68248004:+;chr17:68248504:+;chr17:68250187:+	chr17:68257076:+;chr17:68257157:+
ANKRD29	0.00170012090512188	TSS01-PA01	chr18:23619723:-|chr18:23598926:-	3.68181818181818	chr18:23600234:-	chr18:23598926:-	TUTR	0.0105407496117557	TRUE	chr18:23619723:-;chr18:23662772:-;chr18:23662883:-	chr18:23598926:-;chr18:23600234:-;chr18:23600013:-;chr18:23600459:-;chr18:23648393:-
PPARD	0.00171987057824766	TSS02-PA01	chr6:35342614:+|chr6:35356867:+	7.05092177379173	chr6:35428178:+	chr6:35356867:+	ALE	0.0106344558126688	TRUE	chr6:35342558:+;chr6:35342614:+	chr6:35428178:+;chr6:35356867:+
RMDN1	0.0017377019946424	TSS14-PA02	chr8:86508780:-|chr8:86474109:-	5.18363286209747	chr8:86472349:-	chr8:86474253:-	TUTR	0.0107158289669615	TRUE	chr8:86508619:-;chr8:86508675:-;chr8:86508780:-;chr8:86514338:-	chr8:86472349:-;chr8:86474109:-;chr8:86474253:-
DDX5	0.00174469588002229	TSS13-PA01	chr17:64506626:-|chr17:64498254:-	10.849050674812	chr17:64499620:-	chr17:64498254:-	TUTR	0.0107301135355795	TRUE	chr17:64501697:-;chr17:64503435:-;chr17:64503561:-;chr17:64503823:-;chr17:64504021:-;chr17:64505370:-;chr17:64505937:-;chr17:64506289:-;chr17:64506626:-;chr17:64506866:-;chr17:64507536:-	chr17:64499620:-;chr17:64498254:-
ELOC	0.00177653828413732	TSS04-PA02	chr8:73971908:-|chr8:73946401:-	5.96616683681595	chr8:73946401:-	chr8:73946610:-	TUTR	0.0108967348230241	TRUE	chr8:73971908:-;chr8:73972106:-	chr8:73946401:-;chr8:73945612:-;chr8:73946610:-
ABLIM1	0.00180039495932735	TSS04-PA03	chr10:114526835:-|chr10:114450424:-	7.51704545454545	chr10:114435344:-	chr10:114450424:-	ALE	0.0110136160978585	TRUE	chr10:114526835:-;chr10:114526913:-;chr10:114768304:-	chr10:114435344:-;chr10:114450424:-
LINC00863	0.00181807984944232	TSS02-PA02	chr10:87342411:+|chr10:87345050:+	6.74384236453202	chr10:87343562:+	chr10:87345050:+	ALE	0.0110922212090975	TRUE	chr10:87342411:+;chr10:87342736:+;chr10:87342907:+	chr10:87345050:+;chr10:87343562:+
PCMT1	0.00184080876503808	TSS01-PA01	chr6:149749443:+|chr6:149810908:+	10.1508250917403	chr6:149811415:+	chr6:149810908:+	TUTR	0.0111676632773429	TRUE	chr6:149749443:+;chr6:149749695:+;chr6:149749816:+	chr6:149810908:+;chr6:149811415:+
WDR41	0.00184372527279044	TSS08-PA04	chr5:77492199:-|chr5:77433039:-	4.73650166547494	chr5:77432244:-	chr5:77433091:-	TUTR	0.0111676632773429	TRUE	chr5:77492199:-;chr5:77492287:-;chr5:77492477:-	chr5:77431800:-;chr5:77432244:-;chr5:77432914:-;chr5:77433039:-;chr5:77433091:-;chr5:77441799:-
RAB40B	0.00184504986142674	TSS02-PA01	chr17:82658849:-|chr17:82657067:-	2.15239545469655	chr17:82657067:-	chr17:82657312:-	TUTR	0.0111676632773429	TRUE	chr17:82658849:-;chr17:82661031:-;chr17:82664895:-;chr17:82698654:-	chr17:82657067:-;chr17:82657312:-;chr17:82696469:-
MIER1	0.00185551543278209	TSS02-PA02	chr1:66924957:+|chr1:66986496:+	4.44615384615385	chr1:66987666:+	chr1:66986496:+	TUTR	0.0112014536915845	TRUE	chr1:66924957:+;chr1:66930243:+	chr1:66986496:+;chr1:66987666:+;chr1:66988031:+
ALDH7A1	0.00189885847434176	TSS02-PA02	chr5:126552102:-|chr5:126544753:-	1.95407914020518	chr5:126544753:-	chr5:126543230:-	TUTR	0.0114043735070997	TRUE	chr5:126552102:-;chr5:126595192:-;chr5:126595336:-	chr5:126544753:-;chr5:126543230:-
KTN1	0.00190680480634463	TSS15-PA03	chr14:55672930:+|chr14:55684579:+	3.36322494294821	chr14:55684579:+	chr14:55612247:+	ALE	0.0114043735070997	TRUE	chr14:55580207:+;chr14:55580315:+;chr14:55656100:+;chr14:55672930:+	chr14:55612247:+;chr14:55612413:+;chr14:55684579:+
NADK2	0.00191645085079296	TSS07-PA03	chr5:36241798:-|chr5:36194230:-	8.43266787658802	chr5:36194230:-	chr5:36192885:-	TUTR	0.0114043735070997	TRUE	chr5:36241798:-;chr5:36241925:-;chr5:36242106:-	chr5:36194230:-;chr5:36192885:-;chr5:36193713:-;chr5:36194822:-
RNF32	0.00191693930910503	TSS03-PA01	chr7:156640747:+|chr7:156654896:+	3.03298350824588	chr7:156677103:+	chr7:156654896:+	ALE	0.0114043735070997	TRUE	chr7:156640659:+;chr7:156640747:+	chr7:156677103:+;chr7:156654896:+
COL16A1	0.00192095389437013	TSS09-PA02	chr1:31673226:-|chr1:31652581:-	2.45565258182081	chr1:31652500:-	chr1:31652581:-	TUTR	0.0114043735070997	TRUE	chr1:31655848:-;chr1:31666081:-;chr1:31666385:-;chr1:31673152:-;chr1:31673226:-;chr1:31704017:-	chr1:31652500:-;chr1:31652581:-
SNX3	0.00192161706321319	TSS01-PA01	chr6:108260964:-|chr6:108211222:-	3.28087452527103	chr6:108211513:-	chr6:108211222:-	TUTR	0.0114043735070997	TRUE	chr6:108260964:-;chr6:108261040:-;chr6:108261244:-	chr6:108211222:-;chr6:108211513:-
CCDC59	0.00192392874771037	TSS03-PA01	chr12:82358387:-|chr12:82352303:-	3.6390553652968	chr12:82352843:-	chr12:82352303:-	TUTR	0.0114043735070997	TRUE	chr12:82358292:-;chr12:82358387:-;chr12:82358786:-	chr12:82352843:-;chr12:82352303:-
TYW3	0.00195229898017177	TSS01-PA01	chr1:74733152:+|chr1:74764400:+	4.05	chr1:74766677:+	chr1:74764400:+	TUTR	0.0115427161353454	TRUE	chr1:74733152:+;chr1:74733247:+	chr1:74764400:+;chr1:74766677:+
NRG1	0.00196289798623668	TSS17-PA01	chr8:32646958:+|chr8:32743089:+	7.11764705882353	chr8:32743225:+	chr8:32743089:+	TUTR	0.0115542376480429	TRUE	chr8:32595826:+;chr8:32646958:+;chr8:32647089:+	chr8:32743225:+;chr8:32743089:+
BMI1	0.00196432113458445	TSS05-PA01	chr10:22325657:+|chr10:22331068:+	9.33529411764706	chr10:22331068:+	chr10:22331259:+	TUTR	0.0115542376480429	TRUE	chr10:22321099:+;chr10:22321459:+;chr10:22321585:+;chr10:22325657:+	chr10:22331068:+;chr10:22331259:+;chr10:22331484:+
HSPA9	0.00198901049939552	TSS01-PA02	chr5:138558631:-|chr5:138555335:-	3.72026910955746	chr5:138555335:-	chr5:138554882:-	TUTR	0.0116466080109917	TRUE	chr5:138558631:-;chr5:138575318:-;chr5:138575401:-	chr5:138555335:-;chr5:138554882:-;chr5:138555749:-;chr5:138555828:-
UBE3A	0.00199017887546154	TSS01-PA01	chr15:25346031:-|chr15:25337247:-	8.38077858880779	chr15:25337247:-	chr15:25337773:-	TUTR	0.0116466080109917	TRUE	chr15:25346031:-;chr15:25438925:-	chr15:25337247:-;chr15:25337485:-;chr15:25337773:-;chr15:25338498:-
SMARCA2	0.00200107702729247	TSS03-PA02	chr9:2015281:+|chr9:2193624:+	2.99215929126171	chr9:2193574:+	chr9:2193624:+	TUTR	0.0116805870244502	TRUE	chr9:2015281:+;chr9:2015347:+;chr9:2017412:+;chr9:2017586:+;chr9:2070433:+;chr9:2096601:+;chr9:2123850:+;chr9:2157662:+;chr9:2158449:+;chr9:2159672:+;chr9:2159779:+	chr9:2193574:+;chr9:2193624:+
MEAF6	0.0020225389381624	TSS03-PA02	chr1:37514667:-|chr1:37493178:-	4.65329577789187	chr1:37493178:-	chr1:37493311:-	TUTR	0.0117758992998592	TRUE	chr1:37513520:-;chr1:37514667:-;chr1:37514732:-	chr1:37493178:-;chr1:37493311:-;chr1:37492559:-
TIMM8A	0.00204683826651919	TSS03-PA04	chrX:101348742:-|chrX:101348042:-	3.15175315568022	chrX:101345661:-	chrX:101346249:-	TUTR	0.0118872075528988	TRUE	chrX:101348685:-;chrX:101348742:-	chrX:101345661:-;chrX:101346249:-;chrX:101346330:-;chrX:101348042:-
YME1L1	0.00207843952772293	TSS02-PA02	chr10:27154226:-|chr10:27110454:-	7.07259106174115	chr10:27111735:-	chr10:27110454:-	TUTR	0.0120402532237283	TRUE	chr10:27154226:-;chr10:27154359:-	chr10:27110454:-;chr10:27110180:-;chr10:27111735:-
RHOT1	0.00211487286750127	TSS01-PA02	chr17:32142454:+|chr17:32225653:+	3.34834489683521	chr17:32225727:+	chr17:32225503:+	TUTR	0.0122204492646043	TRUE	chr17:32142454:+;chr17:32142560:+;chr17:32142630:+;chr17:32209388:+	chr17:32225503:+;chr17:32225653:+;chr17:32225727:+;chr17:32225770:+
OPALIN	0.0021393354892848	TSS04-PA01	chr10:96359365:-|chr10:96343216:-	6.74994300313078	chr10:96343216:-	chr10:96345225:-	TUTR	0.012306608372004	TRUE	chr10:96359002:-;chr10:96359365:-	chr10:96343216:-;chr10:96344840:-;chr10:96345225:-
PPP4R3A	0.00214051296444184	TSS09-PA01	chr14:91510554:-|chr14:91457611:-	3.60896722325294	chr14:91457611:-	chr14:91458139:-	TUTR	0.012306608372004	TRUE	chr14:91510300:-;chr14:91510478:-;chr14:91510554:-	chr14:91457611:-;chr14:91458008:-;chr14:91458139:-
PHC1	0.00214621121204515	TSS02-PA02	chr12:8914509:+|chr12:8941467:+	3.05170239596469	chr12:8940297:+	chr12:8941467:+	TUTR	0.0123085213010789	TRUE	chr12:8914509:+;chr12:8914696:+;chr12:8922744:+;chr12:8930612:+;chr12:8930916:+	chr12:8940297:+;chr12:8941467:+
OAZ2	0.00216325523877157	TSS04-PA02	chr15:64703281:-|chr15:64688465:-	7.55979338324212	chr15:64687580:-	chr15:64688465:-	TUTR	0.0123326893477645	TRUE	chr15:64703194:-;chr15:64703281:-	chr15:64687580:-;chr15:64688465:-
ZNF345	0.00216546819332169	TSS01-PA02	chr19:36850358:+|chr19:36879569:+	5.24321556579621	chr19:36879569:+	chr19:36893034:+	ALE	0.0123326893477645	TRUE	chr19:36850358:+;chr19:36850876:+	chr19:36879569:+;chr19:36879883:+;chr19:36893034:+
ECE1	0.00217134382804367	TSS08-PA02	chr1:21290463:-|chr1:21219533:-	4.26594202898551	chr1:21217251:-	chr1:21219533:-	TUTR	0.0123326893477645	TRUE	chr1:21279549:-;chr1:21290215:-;chr1:21290463:-;chr1:21345504:-;chr1:21345572:-	chr1:21217251:-;chr1:21219533:-
SLC22A5	0.00217454842637419	TSS01-PA01	chr5:132369709:+|chr5:132370835:+	2.28547631441957	chr5:132395611:+	chr5:132370835:+	ALE	0.0123326893477645	TRUE	chr5:132369709:+;chr5:132369817:+;chr5:132369973:+	chr5:132370835:+;chr5:132395611:+
KMT5B	0.00217730566078667	TSS08-PA04	chr11:68213567:-|chr11:68188021:-	3.60328979196904	chr11:68165717:-	chr11:68156738:-	ALE	0.0123326893477645	TRUE	chr11:68213286:-;chr11:68213567:-;chr11:68213828:-	chr11:68156738:-;chr11:68156933:-;chr11:68165717:-;chr11:68188021:-
MAP2	0.00221237369960244	TSS08-PA01	chr2:209661465:+|chr2:209730518:+	6.19381968473664	chr2:209734112:+	chr2:209730518:+	TUTR	0.0124771791384808	TRUE	chr2:209424047:+;chr2:209579607:+;chr2:209661465:+	chr2:209730518:+;chr2:209734112:+
FAM110B	0.00221369307295627	TSS03-PA03	chr8:58070207:+|chr8:58147861:+	7.15332395572136	chr8:58148784:+	chr8:58147698:+	TUTR	0.0124771791384808	TRUE	chr8:57994523:+;chr8:58070207:+	chr8:58147698:+;chr8:58147751:+;chr8:58148784:+;chr8:58147861:+
MFSD13A	0.00222400264693119	TSS03-PA02	chr10:102471026:+|chr10:102477045:+	3.42095695171611	chr10:102477045:+	chr10:102472250:+	ALE	0.0125045639021082	TRUE	chr10:102461395:+;chr10:102471026:+	chr10:102472250:+;chr10:102477045:+
PPP4R2	0.00224495124709136	TSS05-PA02	chr3:73064014:+|chr3:73069198:+	7.61630608392624	chr3:73067193:+	chr3:73069198:+	TUTR	0.0125831572276011	TRUE	chr3:72996803:+;chr3:72996977:+;chr3:73064014:+	chr3:73067193:+;chr3:73069198:+
NCBP2	0.00224895137895225	TSS06-PA02	chr3:196942508:-|chr3:196936851:-	3.30628939893451	chr3:196935407:-	chr3:196936851:-	TUTR	0.0125831572276011	TRUE	chr3:196942377:-;chr3:196942436:-;chr3:196942508:-	chr3:196935407:-;chr3:196936851:-
ICA1L	0.00230715683163538	TSS11-PA01	chr2:202871735:-|chr2:202775972:-	3.76923076923077	chr2:202778646:-	chr2:202775972:-	TUTR	0.0128461596402222	TRUE	chr2:202871442:-;chr2:202871735:-	chr2:202778646:-;chr2:202775972:-
ZBTB20	0.00230715683163538	TSS08-PA03	chr3:115147288:-|chr3:115026065:-	3.76923076923077	chr3:114338052:-	chr3:115026065:-	ALE	0.0128461596402222	TRUE	chr3:115100308:-;chr3:115147288:-	chr3:114338052:-;chr3:115026065:-
CDK19	0.0023840345463604	TSS03-PA01	chr6:110815204:-|chr6:110609978:-	7.03812316715543	chr6:110813159:-	chr6:110609978:-	ALE	0.0132420708216725	TRUE	chr6:110815096:-;chr6:110815204:-;chr6:110815469:-	chr6:110813159:-;chr6:110609978:-
MIR4500HG	0.00240830509043452	TSS04-PA02	chr13:87671101:-|chr13:87583722:-	5.86984126984127	chr13:87583722:-	chr13:87614184:-	ALE	0.0133445697523111	TRUE	chr13:87671101:-;chr13:87671193:-;chr13:87671291:-	chr13:87583722:-;chr13:87614184:-;chr13:87614650:-;chr13:87614267:-
ARHGAP21	0.00242470075219739	TSS08-PA01	chr10:24622834:-|chr10:24583614:-	2.04004914004914	chr10:24583614:-	chr10:24629524:-	ALE	0.0134030446398574	TRUE	chr10:24622834:-;chr10:24723221:-;chr10:24723887:-	chr10:24583614:-;chr10:24629524:-
NBDY	0.00245106798225686	TSS02-PA01	chrX:56729354:+|chrX:56817571:+	4.33525448301268	chrX:56817571:+	chrX:56818380:+	TUTR	0.013466914193937	TRUE	chrX:56729241:+;chrX:56729354:+	chrX:56817571:+;chrX:56817679:+;chrX:56818380:+
PREPL	0.00245199132589319	TSS05-PA02	chr2:44361546:-|chr2:44320825:-	6.97828810560815	chr2:44318763:-	chr2:44320825:-	TUTR	0.013466914193937	TRUE	chr2:44323302:-;chr2:44361493:-;chr2:44361546:-;chr2:44361805:-	chr2:44318763:-;chr2:44320825:-
NPEPPS	0.00245386666654999	TSS02-PA01	chr17:47531108:+|chr17:47622185:+	5.15972708702486	chr17:47623272:+	chr17:47622185:+	TUTR	0.013466914193937	TRUE	chr17:47531108:+;chr17:47531216:+;chr17:47531388:+;chr17:47569429:+	chr17:47622185:+;chr17:47623272:+
EIF5	0.00247995594957459	TSS06-PA02	chr14:103334949:+|chr14:103341360:+	6.0986556471502	chr14:103341360:+	chr14:103343171:+	TUTR	0.0135776108551888	TRUE	chr14:103334189:+;chr14:103334387:+;chr14:103334803:+;chr14:103334861:+;chr14:103334949:+	chr14:103338372:+;chr14:103341360:+;chr14:103341888:+;chr14:103343171:+
RUNDC3A	0.00251505251488125	TSS05-PA01	chr17:44316555:+|chr17:44317856:+	3.22617354196302	chr17:44317856:+	chr17:44318670:+	ALE	0.0137369773074705	TRUE	chr17:44308559:+;chr17:44314758:+;chr17:44316555:+	chr17:44317856:+;chr17:44318670:+
CREBZF	0.00260569284015297	TSS04-PA05	chr11:85664653:-|chr11:85661751:-	11.2535419382877	chr11:85661066:-	chr11:85661751:-	TUTR	0.014198240796463	TRUE	chr11:85664653:-;chr11:85665064:-	chr11:85661751:-;chr11:85658678:-;chr11:85659502:-;chr11:85660973:-;chr11:85661066:-
ZFAND3	0.00263737943387671	TSS01-PA01	chr6:37819727:+|chr6:38152627:+	4.1741718426501	chr6:38154624:+	chr6:38152627:+	TUTR	0.0143368446002682	TRUE	chr6:37819727:+;chr6:37819798:+;chr6:37819942:+;chr6:38061611:+;chr6:38088331:+	chr6:38152627:+;chr6:38154624:+
C14orf93	0.00266713711241866	TSS03-PA01	chr14:23007123:-|chr14:22986903:-	5.55555555555556	chr14:22987196:-	chr14:22986903:-	TUTR	0.0144643322361428	TRUE	chr14:23007123:-;chr14:23010096:-	chr14:22986903:-;chr14:22987196:-
FRMD4B	0.00267349085423168	TSS09-PA04	chr3:69386088:-|chr3:69376213:-	4.51558634339436	chr3:69170264:-	chr3:69169995:-	TUTR	0.0144645943858667	TRUE	chr3:69386088:-;chr3:69542583:-	chr3:69169995:-;chr3:69170264:-;chr3:69376213:-
HBS1L	0.00284033924633348	TSS05-PA02	chr6:135054800:-|chr6:134965021:-	1.41524292673256	chr6:134964631:-	chr6:134965021:-	TUTR	0.0153311487790329	TRUE	chr6:134987745:-;chr6:135027156:-;chr6:135054800:-	chr6:134964631:-;chr6:134965021:-
RCOR3	0.00284755718520651	TSS02-PA03	chr1:211259277:+|chr1:211313298:+	13.6172279792746	chr1:211316015:+	chr1:211313298:+	ALE	0.0153340285982717	TRUE	chr1:211259277:+;chr1:211259366:+;chr1:211259947:+	chr1:211313298:+;chr1:211261202:+;chr1:211313237:+;chr1:211314591:+;chr1:211316015:+;chr1:211316385:+
NBR2	0.00286984557438691	TSS01-PA02	chr17:43125551:+|chr17:43140330:+	2.10941013665456	chr17:43140330:+	chr17:43134641:+	ALE	0.0154178588937788	TRUE	chr17:43125551:+;chr17:43125610:+	chr17:43140330:+;chr17:43134641:+;chr17:43153671:+
APBA2	0.00291500177770159	TSS11-PA01	chr15:29070658:+|chr15:29117709:+	4.89450226056413	chr15:29118315:+	chr15:29117709:+	TUTR	0.0156238646683352	TRUE	chr15:28885974:+;chr15:28886160:+;chr15:28934004:+;chr15:28995527:+;chr15:29070658:+	chr15:29117709:+;chr15:29118315:+
SCARB2	0.00293184848343841	TSS11-PA01	chr4:76213591:-|chr4:76158737:-	5.92019200592273	chr4:76161452:-	chr4:76158737:-	TUTR	0.0156775301188991	TRUE	chr4:76213591:-;chr4:76213686:-;chr4:76213772:-	chr4:76158737:-;chr4:76161452:-
DNM1L	0.00296297171558299	TSS01-PA01	chr12:32679200:+|chr12:32743612:+	4.24734473034627	chr12:32745547:+	chr12:32743612:+	TUTR	0.0158071095710404	TRUE	chr12:32679200:+;chr12:32679292:+;chr12:32679708:+;chr12:32701415:+	chr12:32743612:+;chr12:32745547:+;chr12:32744087:+
RAB18	0.00311117167959091	TSS01-PA03	chr10:27504174:+|chr10:27539828:+	7.06371461136959	chr10:27539828:+	chr10:27538513:+	TUTR	0.016559229310862	TRUE	chr10:27504174:+;chr10:27504234:+	chr10:27539828:+;chr10:27538513:+;chr10:27539161:+;chr10:27540159:+
SYTL2	0.00312982821459777	TSS08-PA01	chr11:85719075:-|chr11:85694229:-	5.58175336250202	chr11:85694283:-	chr11:85694229:-	TUTR	0.0166168254992506	TRUE	chr11:85718420:-;chr11:85718488:-;chr11:85719075:-;chr11:85719350:-;chr11:85811129:-	chr11:85694283:-;chr11:85694229:-;chr11:85694651:-
GRB10	0.00314265436830439	TSS20-PA02	chr7:50793432:-|chr7:50592580:-	3.77686166774402	chr7:50590068:-	chr7:50592580:-	TUTR	0.0166168254992506	TRUE	chr7:50782896:-;chr7:50793432:-	chr7:50590068:-;chr7:50592580:-
TMOD2	0.00314372374310146	TSS01-PA04	chr15:51751597:+|chr15:51816363:+	4.2320460704607	chr15:51809312:+	chr15:51810142:+	TUTR	0.0166168254992506	TRUE	chr15:51751597:+;chr15:51751667:+	chr15:51808737:+;chr15:51809312:+;chr15:51810142:+;chr15:51816363:+
PA2G4	0.00317615017897797	TSS02-PA02	chr12:56104919:+|chr12:56113907:+	5.11552388200835	chr12:56113907:+	chr12:56113152:+	TUTR	0.0167496287599436	TRUE	chr12:56104537:+;chr12:56104919:+	chr12:56113152:+;chr12:56113907:+
GALNT15	0.00318640028317365	TSS03-PA03	chr3:16175665:+|chr3:16229750:+	5.89759390687208	chr3:16229037:+	chr3:16229750:+	TUTR	0.0167651427743127	TRUE	chr3:16174680:+;chr3:16175417:+;chr3:16175665:+	chr3:16227935:+;chr3:16229037:+;chr3:16229750:+
STK11	0.00323469230154814	TSS04-PA01	chr19:1206816:+|chr19:1228095:+	2.26847961728318	chr19:1228095:+	chr19:1228431:+	TUTR	0.0169802840726577	TRUE	chr19:1205778:+;chr19:1206186:+;chr19:1206816:+;chr19:1207091:+;chr19:1223148:+	chr19:1228095:+;chr19:1228431:+
C18orf25	0.0032756569032932	TSS02-PA01	chr18:46174019:+|chr18:46263304:+	7.10530669104523	chr18:46266989:+	chr18:46263304:+	TUTR	0.0171560660642799	TRUE	chr18:46174019:+;chr18:46174086:+	chr18:46263304:+;chr18:46266989:+;chr18:46263663:+
GET4	0.00329257774415221	TSS06-PA02	chr7:887486:+|chr7:896443:+	2.79688018586127	chr7:896443:+	chr7:895683:+	TUTR	0.0172054062530414	TRUE	chr7:876554:+;chr7:887486:+	chr7:895683:+;chr7:896443:+
