ID	bc01	bc02	bc05	bc06	iNGN_D12_rep1	iNGN_D12_rep2	iNGN_D12_rep3	PAS_ID	UTR_id	Feature	gene_name
chr11:105951588:+	0	0	1	0	0	1	1	chr11:105951588:+	.	intron	GRIA4
chr11:105965739:+	0	0	1	0	1	0	0	chr11:105965739:+	.	intron	GRIA4
chr11:105966001:+	0	0	0	0	1	0	1	chr11:105966001:+	.	exon	GRIA4
chr11:105975177:-	1	2	0	0	0	0	0	chr11:105975177:-	.	intergenic	intergenic:chr11:105975177
chr11:105980253:+	0	0	2	2	12	7	4	chr11:105980253:+	GRIA4:chr11:105979575:105982092:u3	3UTR	GRIA4
chr11:105980307:+	0	0	2	0	2	2	2	chr11:105980307:+	GRIA4:chr11:105979575:105982092:u3	3UTR	GRIA4
chr11:105980450:+	0	0	7	2	5	8	2	chr11:105980450:+	GRIA4:chr11:105979575:105982092:u3	3UTR	GRIA4
chr11:105980709:+	1	3	16	18	42	66	38	chr11:105980709:+	GRIA4:chr11:105979575:105982092:u3	3UTR	GRIA4
chr11:105981122:+	0	0	0	1	0	0	1	chr11:105981122:+	GRIA4:chr11:105979575:105982092:u3	3UTR	GRIA4
chr11:105981189:+	0	0	2	1	22	16	13	chr11:105981189:+	GRIA4:chr11:105979575:105982092:u3	3UTR	GRIA4
chr11:105982090:+	0	0	6	14	130	115	60	chr11:105982090:+	GRIA4:chr11:105979575:105982092:u3	3UTR	GRIA4
chr11:105994552:-	0	0	0	1	3	1	0	chr11:105994552:-	.	intergenic	intergenic:chr11:105994552
chr11:105994668:-	0	0	1	1	1	4	0	chr11:105994668:-	.	intergenic	intergenic:chr11:105994673
chr11:105995407:-	1	2	3	8	6	8	8	chr11:105995407:-	.	intergenic	intergenic:chr11:105995412
chr11:105999873:+	1	0	0	1	1	2	0	chr11:105999873:+	.	intergenic	intergenic:chr11:105999880
chr11:106004244:-	1	3	1	5	2	1	0	chr11:106004244:-	.	intergenic	intergenic:chr11:106004249
chr11:106007409:-	0	0	1	5	3	6	2	chr11:106007409:-	.	intergenic	intergenic:chr11:106007416
chr11:106007924:-	152	178	202	309	442	433	333	chr11:106007924:-	MSANTD4:chr11:106007899:106009534:u1	3UTR	MSANTD4
chr11:106007984:-	26	33	41	46	87	92	78	chr11:106007984:-	MSANTD4:chr11:106007899:106009534:u1	3UTR	MSANTD4
chr11:106008339:-	4	7	17	16	26	24	27	chr11:106008339:-	MSANTD4:chr11:106007899:106009534:u1	3UTR	MSANTD4
chr11:106008620:-	3	0	1	6	2	6	7	chr11:106008620:-	MSANTD4:chr11:106007899:106009534:u1	3UTR	MSANTD4
chr11:106008831:-	0	1	0	0	0	2	0	chr11:106008831:-	MSANTD4:chr11:106007899:106009534:u1	3UTR	MSANTD4
chr11:106009077:-	0	0	2	0	2	1	0	chr11:106009077:-	MSANTD4:chr11:106007899:106009534:u1	3UTR	MSANTD4
chr11:106009240:-	0	0	1	0	1	0	1	chr11:106009240:-	MSANTD4:chr11:106007899:106009534:u1	3UTR	MSANTD4
chr11:106009339:-	2	5	4	5	1	5	4	chr11:106009339:-	MSANTD4:chr11:106007899:106009534:u1	3UTR	MSANTD4
chr11:106009718:-	0	0	0	0	0	0	1	chr11:106009718:-	.	exon	MSANTD4
chr11:106010852:-	0	0	0	0	1	1	3	chr11:106010852:-	.	exon	MSANTD4
chr11:106010896:-	10	3	25	19	13	21	18	chr11:106010896:-	.	5UTR	MSANTD4
chr11:106051098:-	2	0	3	7	10	11	1	chr11:106051098:-	KBTBD3:chr11:106051098:106052849:u1	3UTR	KBTBD3
chr11:106052272:-	0	0	0	2	5	1	3	chr11:106052272:-	KBTBD3:chr11:106051098:106052849:u1	3UTR	KBTBD3
chr11:106052453:-	13	8	18	26	22	39	25	chr11:106052453:-	KBTBD3:chr11:106051098:106052849:u1	3UTR	KBTBD3
chr11:106052698:-	1	1	2	2	6	4	7	chr11:106052698:-	KBTBD3:chr11:106051098:106052849:u1	3UTR	KBTBD3
chr11:106053161:-	0	0	3	2	0	2	2	chr11:106053161:-	.	exon	KBTBD3
chr11:106053722:-	8	9	9	6	3	2	1	chr11:106053722:-	.	exon	KBTBD3
chr11:106054231:-	6	9	47	50	9	13	6	chr11:106054231:-	.	exon	KBTBD3
chr11:106057427:-	1	1	0	1	0	2	1	chr11:106057427:-	.	intron	KBTBD3
chr11:106073961:-	0	1	1	4	2	2	5	chr11:106073961:-	.	intron	KBTBD3
chr11:106081165:+	0	1	0	2	0	0	0	chr11:106081165:+	.	intron	AASDHPPT
chr11:106082031:+	0	1	0	0	2	0	0	chr11:106082031:+	.	intron	AASDHPPT
chr11:106091462:+	0	0	1	0	0	0	1	chr11:106091462:+	.	exon	AASDHPPT
chr11:106096991:+	303	304	114	125	71	74	87	chr11:106096991:+	AASDHPPT:chr11:106096908:106098695:u1	3UTR	AASDHPPT
chr11:106097379:+	3	4	1	0	0	6	3	chr11:106097379:+	AASDHPPT:chr11:106096908:106098695:u1	3UTR	AASDHPPT
chr11:106097545:+	0	0	0	1	0	1	0	chr11:106097545:+	AASDHPPT:chr11:106096908:106098695:u1	3UTR	AASDHPPT
chr11:106098192:+	14	8	6	4	4	5	7	chr11:106098192:+	AASDHPPT:chr11:106096908:106098695:u1	3UTR	AASDHPPT
chr11:106098374:+	0	0	0	0	0	2	1	chr11:106098374:+	AASDHPPT:chr11:106096908:106098695:u1	3UTR	AASDHPPT
chr11:106098480:+	1	3	1	3	2	1	0	chr11:106098480:+	AASDHPPT:chr11:106096908:106098695:u1	3UTR	AASDHPPT
chr11:106098521:+	1	0	0	0	0	2	1	chr11:106098521:+	AASDHPPT:chr11:106096908:106098695:u1	3UTR	AASDHPPT
chr11:106098594:+	3	4	2	8	16	18	8	chr11:106098594:+	AASDHPPT:chr11:106096908:106098695:u1	3UTR	AASDHPPT
chr11:106098695:+	400	387	928	1401	2776	2682	1441	chr11:106098695:+	AASDHPPT:chr11:106096908:106098695:u1	3UTR	AASDHPPT
chr11:106099022:+	0	0	1	1	10	5	6	chr11:106099022:+	.	intergenic	intergenic:chr11:106099027
chr11:106099810:+	0	1	0	0	0	1	0	chr11:106099810:+	.	intergenic	intergenic:chr11:106099810
chr11:106684422:-	0	0	1	0	1	0	0	chr11:106684422:-	GUCY1A2:chr11:106674019:106687548:u1	3UTR	GUCY1A2
chr11:106685509:-	0	0	2	0	1	0	1	chr11:106685509:-	GUCY1A2:chr11:106674019:106687548:u1	3UTR	GUCY1A2
chr11:106687352:-	2	1	6	6	0	1	1	chr11:106687352:-	GUCY1A2:chr11:106674019:106687548:u1	3UTR	GUCY1A2
chr11:106855922:-	0	0	0	1	0	0	0	chr11:106855922:-	.	intron	GUCY1A2
chr11:106938699:-	0	0	0	2	0	0	1	chr11:106938699:-	.	intron	GUCY1A2
chr11:107175432:-	0	0	1	3	0	0	0	chr11:107175432:-	.	intergenic	intergenic:chr11:107175432
chr11:107216946:-	0	0	5	1	0	0	0	chr11:107216946:-	.	intergenic	intergenic:chr11:107216946
chr11:107219117:-	0	0	1	1	0	0	0	chr11:107219117:-	.	intergenic	intergenic:chr11:107219122
chr11:107221326:-	0	0	1	1	0	0	0	chr11:107221326:-	.	intergenic	intergenic:chr11:107221329
chr11:107289308:-	2	0	1	1	0	0	0	chr11:107289308:-	.	intergenic	intergenic:chr11:107289308
chr11:107292161:-	1	0	0	0	1	2	0	chr11:107292161:-	.	intergenic	intergenic:chr11:107292161
chr11:107292255:-	1	0	0	1	0	0	0	chr11:107292255:-	.	intergenic	intergenic:chr11:107292269
chr11:107304888:-	2	0	0	0	0	0	0	chr11:107304888:-	.	intergenic	intergenic:chr11:107304889
chr11:107309444:-	0	0	1	0	0	0	1	chr11:107309444:-	.	intergenic	intergenic:chr11:107309444
chr11:107312133:-	0	1	0	0	1	2	1	chr11:107312133:-	.	intergenic	intergenic:chr11:107312133
chr11:107315603:-	2	1	5	4	5	3	1	chr11:107315603:-	.	intergenic	intergenic:chr11:107315603
chr11:107320210:-	0	1	0	0	0	0	1	chr11:107320210:-	.	intergenic	intergenic:chr11:107320234
chr11:107325269:-	1	2	0	0	1	0	0	chr11:107325269:-	.	intergenic	intergenic:chr11:107325272
chr11:107326360:-	252	252	106	110	69	73	61	chr11:107326360:-	CWF19L2:chr11:107326346:107326909:u1	3UTR	CWF19L2
chr11:107326672:-	2	2	0	1	0	2	2	chr11:107326672:-	CWF19L2:chr11:107326346:107326909:u1	3UTR	CWF19L2
chr11:107326894:-	2	0	0	0	0	0	0	chr11:107326894:-	CWF19L2:chr11:107326346:107326909:u1	3UTR	CWF19L2
chr11:107328742:-	4	4	1	2	0	2	1	chr11:107328742:-	.	intron	CWF19L2
chr11:107341963:-	2	1	1	2	1	1	0	chr11:107341963:-	.	intron	CWF19L2
chr11:107343597:-	1	3	0	0	1	1	0	chr11:107343597:-	.	intron	CWF19L2
chr11:107390126:-	0	1	0	0	2	1	0	chr11:107390126:-	.	exon	CWF19L2
chr11:107411848:-	1	0	0	1	0	0	0	chr11:107411848:-	.	intron	CWF19L2
chr11:107424773:-	0	0	2	0	0	0	0	chr11:107424773:-	.	intron	CWF19L2
chr11:107429221:-	2	5	1	1	0	1	2	chr11:107429221:-	.	exon	CWF19L2
chr11:107429339:-	0	2	0	0	0	0	0	chr11:107429339:-	.	exon	CWF19L2
chr11:107450712:-	0	1	0	0	0	0	0	chr11:107450712:-	.	intron	CWF19L2
chr11:107454496:-	2	4	0	3	0	1	0	chr11:107454496:-	.	exon	CWF19L2
chr11:107502727:-	39	34	13	19	29	21	10	chr11:107502727:-	ALKBH8:chr11:107502727:107504657:u1	3UTR	ALKBH8
chr11:107503921:-	1	0	0	0	0	0	0	chr11:107503921:-	ALKBH8:chr11:107502727:107504657:u1	3UTR	ALKBH8
chr11:107504573:-	0	0	0	1	1	0	0	chr11:107504573:-	ALKBH8:chr11:107502727:107504657:u1	3UTR	ALKBH8
chr11:107504627:-	0	0	0	0	2	2	0	chr11:107504627:-	ALKBH8:chr11:107502727:107504657:u1	3UTR	ALKBH8
chr11:107505089:-	2	0	0	1	1	1	1	chr11:107505089:-	.	exon	ALKBH8
chr11:107520704:-	0	5	0	0	1	1	0	chr11:107520704:-	.	intron	ALKBH8
chr11:107534383:-	3	3	0	1	0	0	0	chr11:107534383:-	.	intron	ALKBH8
chr11:107534721:-	1	0	0	0	0	0	1	chr11:107534721:-	.	intron	ALKBH8
chr11:107535092:-	0	1	0	0	0	1	1	chr11:107535092:-	.	intron	ALKBH8
chr11:107593477:+	1	1	0	0	0	0	0	chr11:107593477:+	.	intron	ELMOD1
chr11:107623915:+	0	0	0	0	2	0	0	chr11:107623915:+	.	intron	ELMOD1
chr11:107665977:+	1	0	2	2	0	2	0	chr11:107665977:+	ELMOD1:chr11:107665198:107666779:u1	3UTR	ELMOD1
chr11:107790995:-	271	217	36	68	43	48	60	chr11:107790995:-	SLC35F2:chr11:107790991:107792614:u1	3UTR	SLC35F2
chr11:107791271:-	12	9	2	4	2	2	2	chr11:107791271:-	SLC35F2:chr11:107790991:107792614:u1	3UTR	SLC35F2
chr11:107791328:-	0	1	1	1	0	0	1	chr11:107791328:-	SLC35F2:chr11:107790991:107792614:u1	3UTR	SLC35F2
chr11:107792922:-	1	1	0	0	0	0	0	chr11:107792922:-	.	intron	SLC35F2
chr11:107802887:-	6	4	0	1	0	1	4	chr11:107802887:-	.	intron	SLC35F2
chr11:107803820:-	2	0	0	0	0	0	0	chr11:107803820:-	.	intron	SLC35F2
chr11:107818769:-	1	1	0	0	0	0	0	chr11:107818769:-	.	intron	SLC35F2
chr11:107938765:+	0	1	0	1	0	0	0	chr11:107938765:+	.	intron	RAB39A
chr11:107962876:+	1	2	0	0	0	0	0	chr11:107962876:+	RAB39A:chr11:107962373:107963482:u1	3UTR	RAB39A
chr11:107962919:+	1	0	0	1	0	0	0	chr11:107962919:+	RAB39A:chr11:107962373:107963482:u1	3UTR	RAB39A
chr11:107963051:+	59	58	10	14	13	21	11	chr11:107963051:+	RAB39A:chr11:107962373:107963482:u1	3UTR	RAB39A
chr11:107963482:+	6	3	1	0	1	0	1	chr11:107963482:+	RAB39A:chr11:107962373:107963482:u1	3UTR	RAB39A
chr11:107963532:+	1	1	0	0	0	0	1	chr11:107963532:+	.	intergenic	intergenic:chr11:107963533
chr11:107963574:+	1	0	1	0	4	0	0	chr11:107963574:+	.	intergenic	intergenic:chr11:107963582
chr11:107963758:+	3	3	0	0	1	0	1	chr11:107963758:+	.	intergenic	intergenic:chr11:107963768
chr11:107964758:+	1	3	0	1	0	0	0	chr11:107964758:+	.	intergenic	intergenic:chr11:107964761
chr11:107964835:+	10	10	2	3	1	5	0	chr11:107964835:+	.	intergenic	intergenic:chr11:107964845
chr11:107966677:+	0	0	0	0	0	1	0	chr11:107966677:+	.	intergenic	intergenic:chr11:107966689
chr11:107967970:+	0	0	0	0	1	2	0	chr11:107967970:+	.	intergenic	intergenic:chr11:107967972
chr11:107968145:+	10	9	11	16	12	19	15	chr11:107968145:+	.	intergenic	intergenic:chr11:107968162
chr11:107971732:+	0	1	1	0	1	1	0	chr11:107971732:+	.	intergenic	intergenic:chr11:107971741
chr11:107996818:+	0	0	3	1	0	1	0	chr11:107996818:+	.	intergenic	intergenic:chr11:107996818
chr11:108020441:+	0	0	0	1	0	1	1	chr11:108020441:+	.	intron	CUL5
chr11:108037132:+	0	0	0	0	0	1	1	chr11:108037132:+	.	intron	CUL5
chr11:108046516:+	0	1	0	1	0	0	0	chr11:108046516:+	.	intron	CUL5
chr11:108054789:+	12	13	22	19	22	10	19	chr11:108054789:+	.	exon	CUL5
chr11:108054892:+	52	39	110	86	54	58	69	chr11:108054892:+	.	exon	CUL5
chr11:108058977:+	1	0	0	0	0	0	0	chr11:108058977:+	.	intron	CUL5
chr11:108070172:+	2	1	1	3	2	3	6	chr11:108070172:+	.	exon	CUL5
chr11:108074023:+	1	0	0	1	0	0	0	chr11:108074023:+	.	intron	CUL5
chr11:108074066:+	0	1	3	8	0	0	2	chr11:108074066:+	.	intron	CUL5
chr11:108094832:+	0	0	0	0	0	1	1	chr11:108094832:+	.	exon	CUL5
chr11:108097802:+	4	3	8	7	15	9	11	chr11:108097802:+	.	intron	CUL5
chr11:108099434:+	2	2	1	3	0	1	0	chr11:108099434:+	.	intron	CUL5
chr11:108103405:+	1	3	2	0	0	3	0	chr11:108103405:+	.	intron	CUL5
chr11:108104214:+	3	1	9	6	2	4	2	chr11:108104214:+	.	exon	CUL5
chr11:108104310:+	2	4	6	2	6	1	4	chr11:108104310:+	.	exon	CUL5
chr11:108104521:+	2	5	7	4	0	1	1	chr11:108104521:+	CUL5:chr11:108104385:108107759:u1	3UTR	CUL5
chr11:108104837:+	50	58	19	15	34	31	18	chr11:108104837:+	CUL5:chr11:108104385:108107759:u1	3UTR	CUL5
chr11:108105011:+	15	15	9	10	12	14	5	chr11:108105011:+	CUL5:chr11:108104385:108107759:u1	3UTR	CUL5
chr11:108107761:+	1	0	0	2	2	1	0	chr11:108107761:+	CUL5:chr11:108104385:108107759:u1	3UTR	CUL5
chr11:108109326:+	0	0	0	1	0	0	0	chr11:108109326:+	.	intergenic	intergenic:chr11:108109330
chr11:108133495:+	0	0	1	0	2	0	0	chr11:108133495:+	.	intron	ACAT1
chr11:108136944:+	0	0	1	1	2	0	1	chr11:108136944:+	.	intron	ACAT1
chr11:108139049:+	0	1	0	0	1	0	0	chr11:108139049:+	.	intron	ACAT1
chr11:108139163:+	1	0	0	1	0	0	0	chr11:108139163:+	.	intron	ACAT1
chr11:108139233:+	1	3	0	0	1	0	1	chr11:108139233:+	.	intron	ACAT1
chr11:108143278:-	1	0	0	0	1	0	0	chr11:108143278:-	.	intergenic	intergenic:chr11:108143278
chr11:108144252:+	2	0	0	0	0	0	0	chr11:108144252:+	.	intron	ACAT1
chr11:108144735:+	0	0	0	1	0	0	0	chr11:108144735:+	.	intron	ACAT1
chr11:108147594:+	681	711	1022	1136	956	1006	1101	chr11:108147594:+	ACAT1:chr11:108147391:108147601:u1	3UTR	ACAT1
chr11:108147817:+	1	2	1	4	0	2	3	chr11:108147817:+	.	intergenic	intergenic:chr11:108147817
chr11:108148477:+	0	2	2	4	7	4	3	chr11:108148477:+	.	intergenic	intergenic:chr11:108148477
chr11:108148855:-	2	0	0	0	0	0	0	chr11:108148855:-	.	intergenic	intergenic:chr11:108148855
chr11:108155272:-	1	1	0	1	6	2	0	chr11:108155272:-	.	intergenic	intergenic:chr11:108155281
chr11:108157215:-	4	5	1	0	2	2	0	chr11:108157215:-	NPAT:chr11:108157215:108158941:u1	3UTR	NPAT
chr11:108157329:-	2	3	3	3	1	0	0	chr11:108157329:-	NPAT:chr11:108157215:108158941:u1	3UTR	NPAT
chr11:108157390:-	30	27	7	10	11	11	3	chr11:108157390:-	NPAT:chr11:108157215:108158941:u1	3UTR	NPAT
chr11:108157583:-	36	32	12	15	11	7	3	chr11:108157583:-	NPAT:chr11:108157215:108158941:u1	3UTR	NPAT
chr11:108157717:-	0	1	0	1	0	0	0	chr11:108157717:-	NPAT:chr11:108157215:108158941:u1	3UTR	NPAT
chr11:108158274:-	3	2	1	1	0	1	1	chr11:108158274:-	NPAT:chr11:108157215:108158941:u1	3UTR	NPAT
chr11:108158695:-	0	2	1	0	0	0	0	chr11:108158695:-	NPAT:chr11:108157215:108158941:u1	3UTR	NPAT
chr11:108160893:-	224	222	128	102	67	85	56	chr11:108160893:-	.	exon	NPAT
chr11:108161547:-	1	1	0	2	0	1	3	chr11:108161547:-	.	exon	NPAT
chr11:108173246:-	0	0	1	0	0	0	0	chr11:108173246:-	.	exon	NPAT
chr11:108176362:-	1	0	1	2	0	0	1	chr11:108176362:-	.	exon	NPAT
chr11:108185086:-	0	1	0	0	1	0	3	chr11:108185086:-	.	intron	NPAT
chr11:108185441:-	2	0	0	0	0	1	0	chr11:108185441:-	.	exon	NPAT
chr11:108185615:+	0	0	0	2	0	0	0	chr11:108185615:+	.	intergenic	intergenic:chr11:108185615
chr11:108193963:-	2	0	1	0	0	0	0	chr11:108193963:-	.	exon	NPAT
chr11:108196079:-	0	0	1	0	0	0	0	chr11:108196079:-	.	intron	NPAT
chr11:108225252:+	0	1	0	0	0	1	0	chr11:108225252:+	.	intron	ATM
chr11:108229363:+	1	0	11	21	0	0	2	chr11:108229363:+	ATM:chr11:108229332:108229364:u1	3UTR	ATM
chr11:108235892:+	0	0	1	1	0	0	0	chr11:108235892:+	.	intron	ATM
chr11:108235974:+	3	3	2	2	0	1	0	chr11:108235974:+	.	intron	ATM
chr11:108236029:+	1	0	0	0	0	0	0	chr11:108236029:+	.	intron	ATM
chr11:108245025:+	2	0	2	2	4	1	1	chr11:108245025:+	.	exon	ATM
chr11:108246983:+	0	1	0	1	0	0	2	chr11:108246983:+	.	exon	ATM
chr11:108250924:+	0	0	0	1	0	0	0	chr11:108250924:+	.	exon	ATM
chr11:108253829:+	2	8	4	4	3	1	5	chr11:108253829:+	.	exon	ATM
chr11:108257524:+	2	1	0	0	0	0	0	chr11:108257524:+	.	exon	ATM
chr11:108268182:+	0	0	0	0	2	0	1	chr11:108268182:+	.	intron	ATM
chr11:108296783:+	0	0	0	0	0	2	0	chr11:108296783:+	.	intron	ATM
chr11:108298710:+	0	1	0	1	0	0	1	chr11:108298710:+	.	intron	ATM
chr11:108309203:+	2	0	0	0	0	0	0	chr11:108309203:+	.	intron	ATM
chr11:108310307:+	1	0	3	4	0	1	0	chr11:108310307:+	.	exon	ATM
chr11:108320183:+	0	0	0	2	0	0	0	chr11:108320183:+	.	intron	ATM
chr11:108331993:+	1	0	0	0	1	0	0	chr11:108331993:+	.	exon	ATM
chr11:108333206:+	0	0	0	2	0	0	0	chr11:108333206:+	.	intron	ATM
chr11:108336408:+	10	11	2	2	1	0	0	chr11:108336408:+	.	intron	ATM
chr11:108336910:+	4	3	2	0	0	0	0	chr11:108336910:+	.	intron	ATM
chr11:108337160:+	1	0	0	1	0	0	0	chr11:108337160:+	.	intron	ATM
chr11:108340151:-	0	0	3	3	0	1	0	chr11:108340151:-	.	intron	C11orf65
chr11:108342417:-	0	0	0	1	1	0	0	chr11:108342417:-	.	intron	C11orf65
chr11:108343149:-	0	0	1	0	0	1	0	chr11:108343149:-	.	intron	C11orf65
chr11:108351430:-	0	1	1	0	0	0	0	chr11:108351430:-	.	intron	C11orf65
chr11:108356378:+	0	1	0	0	0	0	1	chr11:108356378:+	.	intron	ATM
chr11:108365871:+	1	1	2	2	0	1	3	chr11:108365871:+	ATM:chr11:108365509:108369102:u2	3UTR	ATM
chr11:108366489:+	4	1	7	11	0	5	1	chr11:108366489:+	ATM:chr11:108365509:108369102:u2	3UTR	ATM
chr11:108367370:+	0	1	1	0	0	0	0	chr11:108367370:+	ATM:chr11:108365509:108369102:u2	3UTR	ATM
chr11:108367506:+	2	0	2	0	1	0	0	chr11:108367506:+	ATM:chr11:108365509:108369102:u2	3UTR	ATM
chr11:108369100:+	18	12	3	10	12	7	3	chr11:108369100:+	ATM:chr11:108365509:108369102:u2	3UTR	ATM
chr11:108382755:-	1	1	2	2	3	0	1	chr11:108382755:-	C11orf65:chr11:108382755:108383020:u1	3UTR	C11orf65
chr11:108472116:-	2	1	0	0	0	1	0	chr11:108472116:-	POGLUT3:chr11:108472116:108474826:u1	3UTR	POGLUT3
chr11:108473051:-	3	4	0	0	0	0	0	chr11:108473051:-	POGLUT3:chr11:108472116:108474826:u1	3UTR	POGLUT3
chr11:108474181:-	5	5	1	1	0	1	0	chr11:108474181:-	POGLUT3:chr11:108472116:108474826:u1	3UTR	POGLUT3
chr11:108501865:+	2	0	0	0	1	1	1	chr11:108501865:+	.	intergenic	intergenic:chr11:108501865
chr11:108525908:-	2	0	0	0	0	0	0	chr11:108525908:-	.	intron	EXPH5
chr11:108594811:+	2	0	0	0	0	0	0	chr11:108594811:+	.	intergenic	intergenic:chr11:108594811
chr11:108664591:-	0	0	18	20	0	0	0	chr11:108664591:-	.	intergenic	intergenic:chr11:108664598
chr11:108679481:+	2	0	0	0	0	0	0	chr11:108679481:+	.	exon	DDX10
chr11:108695181:+	0	0	1	0	1	1	0	chr11:108695181:+	.	intron	DDX10
chr11:108723264:+	17	23	7	11	5	6	5	chr11:108723264:+	.	exon	DDX10
chr11:108838496:+	3	3	6	1	0	3	3	chr11:108838496:+	.	exon	DDX10
chr11:108841436:+	15	23	1	9	2	1	3	chr11:108841436:+	.	exon	DDX10
chr11:108841477:+	9	7	5	9	0	3	3	chr11:108841477:+	.	exon	DDX10
chr11:108917989:+	5	9	3	0	3	3	2	chr11:108917989:+	.	exon	DDX10
chr11:108929765:+	0	0	1	0	1	0	0	chr11:108929765:+	.	intron	DDX10
chr11:108940923:+	304	309	127	139	77	67	61	chr11:108940923:+	DDX10:chr11:108940424:108940926:u1	3UTR	DDX10
chr11:108941014:+	7	8	6	11	1	2	5	chr11:108941014:+	.	intergenic	intergenic:chr11:108941014
chr11:109268011:+	0	0	1	3	0	0	0	chr11:109268011:+	.	intergenic	intergenic:chr11:109268011
chr11:109268324:+	0	0	2	3	0	0	0	chr11:109268324:+	.	intergenic	intergenic:chr11:109268326
chr11:109288785:+	0	0	1	1	0	0	0	chr11:109288785:+	.	intergenic	intergenic:chr11:109288789
chr11:109347816:-	0	0	0	1	0	0	0	chr11:109347816:-	.	intergenic	intergenic:chr11:109347820
chr11:109373051:-	0	0	0	1	0	0	0	chr11:109373051:-	.	intergenic	intergenic:chr11:109373051
chr11:109381554:-	0	1	0	2	0	0	0	chr11:109381554:-	.	intergenic	intergenic:chr11:109381558
chr11:109394843:+	0	0	1	1	0	0	0	chr11:109394843:+	.	intergenic	intergenic:chr11:109394861
chr11:109406550:-	0	1	0	2	0	0	0	chr11:109406550:-	.	intergenic	intergenic:chr11:109406558
chr11:109424451:+	0	0	0	0	1	0	1	chr11:109424451:+	C11orf87:chr11:109424228:109429167:u1	3UTR	C11orf87
chr11:109425704:+	0	0	0	0	2	0	0	chr11:109425704:+	C11orf87:chr11:109424228:109429167:u1	3UTR	C11orf87
chr11:110157029:+	0	0	0	1	0	1	0	chr11:110157029:+	.	intron	ZC3H12C
chr11:110158838:+	0	0	0	0	1	0	0	chr11:110158838:+	.	intron	ZC3H12C
chr11:110162402:+	1	0	2	3	0	0	1	chr11:110162402:+	.	intron	ZC3H12C
chr11:110164617:+	0	0	3	0	0	4	1	chr11:110164617:+	.	exon	ZC3H12C
chr11:110166677:+	0	0	0	0	1	1	4	chr11:110166677:+	ZC3H12C:chr11:110165738:110171841:u1	3UTR	ZC3H12C
chr11:110167564:+	0	0	1	0	0	0	0	chr11:110167564:+	ZC3H12C:chr11:110165738:110171841:u1	3UTR	ZC3H12C
chr11:110172559:-	0	1	0	0	0	1	0	chr11:110172559:-	.	intergenic	intergenic:chr11:110172560
chr11:110174592:-	0	0	0	0	0	0	2	chr11:110174592:-	.	intergenic	intergenic:chr11:110174592
chr11:110179199:-	0	1	1	0	0	1	0	chr11:110179199:-	.	intron	RDX
chr11:110185073:-	0	0	3	2	3	0	0	chr11:110185073:-	.	intron	RDX
chr11:110195561:-	3	1	34	31	129	107	91	chr11:110195561:-	RDX:chr11:110195561:110196165:u3	3UTR	RDX
chr11:110220262:-	2	1	3	5	1	3	3	chr11:110220262:-	.	intron	RDX
chr11:110220305:-	0	0	0	0	0	3	0	chr11:110220305:-	.	intron	RDX
chr11:110228997:-	0	0	0	0	3	0	0	chr11:110228997:-	.	intron	RDX
chr11:110229450:-	61	51	60	64	171	173	37	chr11:110229450:-	RDX:chr11:110229441:110231868:u1	3UTR	RDX
chr11:110229705:-	1	1	0	0	0	0	0	chr11:110229705:-	RDX:chr11:110229441:110231868:u1	3UTR	RDX
chr11:110230164:-	22	21	8	9	17	15	8	chr11:110230164:-	RDX:chr11:110229441:110231868:u1	3UTR	RDX
chr11:110230679:-	0	0	1	0	1	0	0	chr11:110230679:-	RDX:chr11:110229441:110231868:u1	3UTR	RDX
chr11:110231019:-	1	4	4	2	6	5	12	chr11:110231019:-	RDX:chr11:110229441:110231868:u1	3UTR	RDX
chr11:110236130:-	1	0	2	1	2	0	1	chr11:110236130:-	.	exon	RDX
chr11:110247704:-	2	1	0	0	0	0	1	chr11:110247704:-	.	exon	RDX
chr11:110247813:-	943	1002	872	895	554	653	616	chr11:110247813:-	.	5UTR	RDX
chr11:110253000:-	1	0	2	0	1	0	1	chr11:110253000:-	.	intron	RDX
chr11:110258162:-	0	0	1	1	1	0	0	chr11:110258162:-	.	exon	RDX
chr11:110273764:-	0	1	1	0	0	0	0	chr11:110273764:-	.	intron	RDX
chr11:110279703:-	0	0	2	1	0	2	0	chr11:110279703:-	.	5UTR	RDX
chr11:110407611:+	4	1	1	0	1	1	0	chr11:110407611:+	.	intergenic	intergenic:chr11:110407613
chr11:110462565:+	9	7	4	1	0	0	0	chr11:110462565:+	FDX1:chr11:110462469:110464884:u1	3UTR	FDX1
chr11:110462705:+	95	101	27	35	9	15	18	chr11:110462705:+	FDX1:chr11:110462469:110464884:u1	3UTR	FDX1
chr11:110463027:+	8	8	2	2	1	7	4	chr11:110463027:+	FDX1:chr11:110462469:110464884:u1	3UTR	FDX1
chr11:110463075:+	116	93	63	63	72	60	53	chr11:110463075:+	FDX1:chr11:110462469:110464884:u1	3UTR	FDX1
chr11:110463153:+	17	20	16	15	22	19	10	chr11:110463153:+	FDX1:chr11:110462469:110464884:u1	3UTR	FDX1
chr11:110463242:+	214	219	123	153	137	148	155	chr11:110463242:+	FDX1:chr11:110462469:110464884:u1	3UTR	FDX1
chr11:110463491:+	75	87	42	70	62	88	62	chr11:110463491:+	FDX1:chr11:110462469:110464884:u1	3UTR	FDX1
