gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	residual	FDR	sig	tss	pas
TAX1BP1	1.00057789491005e-31	P06-PA05	chr7:27827801:+|chr7:27829758:+	107.478169327942	10.3671678547201	1.36197543527441e-30	TRUE	chr7:27740095:+;chr7:27769678:+;chr7:27793138:+;chr7:27827801:+	chr7:27793185:+;chr7:27796168:+;chr7:27829036:+;chr7:27829261:+;chr7:27829758:+
TMC3-AS1	1.7575113443914e-31	P07-PA05	chr15:81410517:+|chr15:81424094:+	49.8063087991146	7.0573584859432	2.38396922080688e-30	TRUE	chr15:81324333:+;chr15:81324438:+;chr15:81410517:+;chr15:81410605:+	chr15:81336121:+;chr15:81343144:+;chr15:81343378:+;chr15:81394079:+;chr15:81424094:+
DYNC2H1	1.86831373978112e-31	P06-PA03	chr11:103358243:+|chr11:103479618:+	23.7907894736842	4.87758028879938	2.52546714894719e-30	TRUE	chr11:103109410:+;chr11:103109514:+;chr11:103282157:+;chr11:103283017:+;chr11:103358243:+	chr11:103121785:+;chr11:103153453:+;chr11:103479618:+
CSNK1E	3.27913005728765e-31	P01-PA01	chr22:38294459:-|chr22:38290691:-	34.3809523809524	5.86352729855949	4.41718107716983e-30	TRUE	chr22:38294459:-;chr22:38294527:-;chr22:38298852:-;chr22:38300025:-;chr22:38300763:-;chr22:38302990:-;chr22:38316973:-	chr22:38290691:-;chr22:38291847:-;chr22:38296206:-;chr22:38297602:-
EBF1	3.33432593023949e-31	P08-PA04	chr5:159097956:-|chr5:159083291:-	64.8567259994164	8.05336737020089	4.47604511945598e-30	TRUE	chr5:158840123:-;chr5:159097956:-;chr5:159099757:-	chr5:158695920:-;chr5:158698425:-;chr5:159083291:-
ASPH	5.43188339370453e-31	P03-PA01	chr8:61643417:-|chr8:61501229:-	32.4395509955303	5.69557292952432	7.26677733735112e-30	TRUE	chr8:61637986:-;chr8:61643417:-;chr8:61646807:-;chr8:61646872:-;chr8:61651086:-;chr8:61680999:-;chr8:61684190:-;chr8:61714525:-	chr8:61624548:-;chr8:61501229:-;chr8:61675259:-;chr8:61618985:-
SHF	1.12479798066548e-30	P08-PA05	chr15:45201116:-|chr15:45197864:-	65.253474009264	8.07796224361466	1.49960223929134e-29	TRUE	chr15:45173658:-;chr15:45175269:-;chr15:45175326:-;chr15:45178260:-;chr15:45187952:-;chr15:45201116:-;chr15:45201175:-	chr15:45167333:-;chr15:45170355:-;chr15:45170640:-;chr15:45167217:-;chr15:45197864:-
LYRM4	1.17780240726449e-30	P05-PA02	chr6:5260950:-|chr6:5109072:-	36.3460930834426	6.02877210412225	1.56490947832105e-29	TRUE	chr6:5216738:-;chr6:5260721:-;chr6:5260950:-	chr6:5108419:-;chr6:5109072:-
AKAP13	1.79522068981992e-30	P17-PA02	chr15:85719212:+|chr15:85743772:+	30.9705882352941	5.56512248160758	2.37714086580576e-29	TRUE	chr15:85582910:+;chr15:85619696:+;chr15:85619950:+;chr15:85645919:+;chr15:85682168:+;chr15:85719212:+;chr15:85735599:+	chr15:85684873:+;chr15:85743772:+
BIRC6	3.77972216290213e-30	P08-PA01	chr2:32502860:+|chr2:32524948:+	64.4642857142857	8.02896541992091	4.98795199328068e-29	TRUE	chr2:32502860:+;chr2:32575291:+	chr2:32524948:+;chr2:32618413:+;chr2:32618594:+;chr2:32618878:+
ANKRD26	3.85757797875854e-30	P03-PA01	chr10:27022601:-|chr10:27005514:-	52.6654676258993	7.25709774123921	5.07349698354966e-29	TRUE	chr10:27022601:-;chr10:27034865:-;chr10:27100133:-;chr10:27100485:-	chr10:27005514:-;chr10:27017665:-;chr10:27053318:-;chr10:27035636:-;chr10:27038039:-;chr10:27040027:-
PSMD1	6.26998378136712e-30	P06-PA03	chr2:231085080:+|chr2:231172758:+	67.002569517017	8.18550972860072	8.21853429658659e-29	TRUE	chr2:231056845:+;chr2:231066906:+;chr2:231083564:+;chr2:231085080:+	chr2:231163715:+;chr2:231165887:+;chr2:231172758:+
PGD	7.0781079812494e-30	P07-PA02	chr1:10418812:+|chr1:10420511:+	107.76958372297	10.3812130178978	9.24666925201473e-29	TRUE	chr1:10398592:+;chr1:10399044:+;chr1:10399498:+;chr1:10399632:+;chr1:10418812:+	chr1:10420144:+;chr1:10420511:+
AHI1	7.98490424568698e-30	P12-PA04	chr6:135431253:-|chr6:135387784:-	122.268656716418	11.0575158474414	1.03963987386152e-28	TRUE	chr6:135431253:-;chr6:135497617:-;chr6:135497714:-	chr6:135387784:-;chr6:135463162:-
SHPRH	9.17086590912741e-30	P01-PA01	chr6:145893354:-|chr6:145884807:-	106.542253521127	10.3219307070493	1.19007269947443e-28	TRUE	chr6:145893354:-;chr6:145964097:-;chr6:145964358:-	chr6:145884807:-;chr6:145943787:-;chr6:145946246:-
ORC4	1.30733122521489e-29	P01-PA02	chr2:147938180:-|chr2:147934713:-	80.7087465452278	8.98380468093712	1.6908440065653e-28	TRUE	chr2:147938180:-;chr2:147952513:-;chr2:147972829:-;chr2:148020724:-;chr2:148021565:-	chr2:147934397:-;chr2:147934713:-;chr2:147935263:-;chr2:147935394:-
PDXK	1.6552983201461e-29	P04-PA01	chr21:43728900:+|chr21:43738859:+	109.420198991413	10.4604110335786	2.13380011931415e-28	TRUE	chr21:43719094:+;chr21:43728900:+	chr21:43756255:+;chr21:43762296:+;chr21:43738859:+
PDCD6IPP2	1.67596277271143e-29	P02-PA01	chr15:28789827:+|chr15:28825427:+	108.642335766423	10.4231634241445	2.15330794526918e-28	TRUE	chr15:28789827:+;chr15:28832284:+	chr15:28825427:+;chr15:28838983:+;chr15:28852906:+;chr15:28856499:+
VTI1B	1.93926874981474e-29	P02-PA01	chr14:67659845:-|chr14:67650464:-	61.2885436745447	7.82869999901291	2.48341225099631e-28	TRUE	chr14:67659791:-;chr14:67659845:-;chr14:67674610:-;chr14:67674820:-	chr14:67650464:-;chr14:67651149:-
OAZ1	2.5056282841461e-29	P02-PA01	chr19:2270291:+|chr19:2273241:+	113.596387750098	10.6581606175784	3.19816751153467e-28	TRUE	chr19:2269486:+;chr19:2270291:+;chr19:2271319:+	chr19:2273241:+;chr19:2273325:+;chr19:2273488:+
OLFM1	4.5507945328239e-29	P08-PA02	chr9:135095986:+|chr9:135121178:+	38.0218767490623	6.16618818631594	5.78962193342596e-28	TRUE	chr9:135075422:+;chr9:135075505:+;chr9:135075666:+;chr9:135087668:+;chr9:135095986:+	chr9:135098104:+;chr9:135121178:+
ATP2C1	4.98741803308062e-29	P16-PA03	chr3:130967388:+|chr3:131003108:+	55.4205592520846	7.44449858970264	6.32443596181852e-28	TRUE	chr3:130893991:+;chr3:130894084:+;chr3:130894178:+;chr3:130894382:+;chr3:130894448:+;chr3:130894535:+;chr3:130894641:+;chr3:130932044:+;chr3:130953839:+;chr3:130964011:+;chr3:130967388:+;chr3:130980570:+;chr3:130994070:+	chr3:131001777:+;chr3:131001993:+;chr3:131003108:+;chr3:131016377:+;chr3:131016684:+
MORF4L1	7.09008906852098e-29	P04-PA01	chr15:78872887:+|chr15:78897226:+	46.7839840643406	6.8398818750283	8.96159634537409e-28	TRUE	chr15:78872781:+;chr15:78872887:+;chr15:78872954:+;chr15:78873723:+;chr15:78873821:+;chr15:78878240:+;chr15:78891552:+	chr15:78897226:+;chr15:78897733:+
FXR1	9.03641584733876e-29	P12-PA02	chr3:180970192:+|chr3:180977153:+	74.4454305514437	8.62817654846281	1.13847142050776e-27	TRUE	chr3:180912482:+;chr3:180912670:+;chr3:180951330:+;chr3:180957809:+;chr3:180957869:+;chr3:180968051:+;chr3:180970192:+	chr3:180976546:+;chr3:180977153:+
CENPC	1.04759404090295e-28	P02-PA01	chr4:67508919:-|chr4:67472487:-	74.4097320822273	8.62610758582498	1.31557535523716e-27	TRUE	chr4:67508919:-;chr4:67514245:-;chr4:67530866:-;chr4:67545483:-	chr4:67472487:-;chr4:67514258:-;chr4:67512544:-
SLC30A5	2.41664193115915e-28	P07-PA04	chr5:69123343:+|chr5:69130266:+	61.7065685221173	7.85535285789998	3.02507621800726e-27	TRUE	chr5:69093991:+;chr5:69094089:+;chr5:69094198:+;chr5:69117343:+;chr5:69123343:+	chr5:69104740:+;chr5:69129797:+;chr5:69130053:+;chr5:69130266:+;chr5:69131069:+
MRPS17	2.63354413947573e-28	P02-PA02	chr7:55951963:+|chr7:55955341:+	28.063875081126	5.29753481169553	3.28602158172405e-27	TRUE	chr7:55951877:+;chr7:55951963:+	chr7:55955262:+;chr7:55955341:+;chr7:55956505:+
SPDL1	3.21706136130354e-28	P04-PA01	chr5:169584080:+|chr5:169603103:+	110.849210383794	10.5284951623579	4.00128430656699e-27	TRUE	chr5:169583636:+;chr5:169583738:+;chr5:169584080:+;chr5:169588535:+;chr5:169591104:+	chr5:169603103:+;chr5:169604778:+
ACTR1A	4.84651573970972e-28	P02-PA01	chr10:102484374:-|chr10:102479229:-	25.5150928978478	5.05124666768985	6.00875343142992e-27	TRUE	chr10:102484374:-;chr10:102488233:-;chr10:102502654:-	chr10:102479229:-;chr10:102480801:-
ZC3H14	5.08164687164133e-28	P11-PA02	chr14:88607284:+|chr14:88613509:+	115.265948207988	10.7361980331953	6.28027024485704e-27	TRUE	chr14:88562970:+;chr14:88563134:+;chr14:88563522:+;chr14:88563601:+;chr14:88572048:+;chr14:88574789:+;chr14:88602035:+;chr14:88607284:+	chr14:88611888:+;chr14:88613509:+
UBN1	5.76541650243056e-28	P09-PA03	chr16:4876948:+|chr16:4882360:+	27.8241250275148	5.27485782059714	7.10277419112727e-27	TRUE	chr16:4847481:+;chr16:4870888:+;chr16:4875272:+;chr16:4876948:+	chr16:4858073:+;chr16:4859929:+;chr16:4882360:+
TTC39C	7.05569123898814e-28	P03-PA01	chr18:24014420:+|chr18:24020288:+	38.0954004944153	6.17214715430662	8.6649230263031e-27	TRUE	chr18:24014420:+;chr18:24014754:+	chr18:24020288:+;chr18:24132644:+;chr18:24133033:+;chr18:24132886:+
SNRNP200	7.83983240173901e-28	P07-PA03	chr2:96289855:-|chr2:96284744:-	27.163082971714	5.21182146391394	9.59763130187734e-27	TRUE	chr2:96278359:-;chr2:96284723:-;chr2:96285376:-;chr2:96289855:-;chr2:96305546:-	chr2:96274338:-;chr2:96274734:-;chr2:96284744:-
PAFAH1B1	9.55421797826073e-28	P04-PA01	chr17:2593942:+|chr17:2681910:+	32.3585638588323	5.68845882984418	1.16597399966674e-26	TRUE	chr17:2593210:+;chr17:2593654:+;chr17:2593815:+;chr17:2593942:+;chr17:2638099:+;chr17:2665381:+;chr17:2670268:+	chr17:2681910:+;chr17:2684500:+;chr17:2685615:+;chr17:2681956:+
CDC6	1.70594070842896e-27	P04-PA02	chr17:40300890:+|chr17:40302919:+	65.8316020103332	8.113667605364	2.07538349309811e-26	TRUE	chr17:40287879:+;chr17:40291467:+;chr17:40300890:+	chr17:40301983:+;chr17:40302919:+
CLIP1	1.71418138136155e-27	P03-PA01	chr12:122279145:-|chr12:122271470:-	28.1783690564178	5.30833015706614	2.07891218618084e-26	TRUE	chr12:122279145:-;chr12:122328162:-;chr12:122341256:-;chr12:122380559:-;chr12:122422569:-	chr12:122271470:-;chr12:122341223:-
C2CD3	1.78760426416204e-27	P11-PA02	chr11:74170863:-|chr11:74158327:-	26.7881339712919	5.17572545362405	2.16122465850399e-26	TRUE	chr11:74033884:-;chr11:74078204:-;chr11:74170863:-;chr11:74170932:-	chr11:74012718:-;chr11:74158327:-
NFASC	2.6178837841267e-27	P12-PA02	chr1:204987470:+|chr1:204990585:+	51.4273064908872	7.17128346189768	3.15523887665797e-26	TRUE	chr1:204828651:+;chr1:204957658:+;chr1:204979388:+;chr1:204981856:+;chr1:204987470:+	chr1:204977146:+;chr1:204990585:+;chr1:205018371:+;chr1:205018732:+;chr1:205022822:+
PTPN13	3.22134028599252e-27	P06-PA02	chr4:86763009:+|chr4:86815151:+	55.7431693989071	7.46613483664119	3.87057954733607e-26	TRUE	chr4:86594315:+;chr4:86758669:+;chr4:86763009:+	chr4:86734384:+;chr4:86815151:+
RBBP6	7.44539633001392e-27	P09-PA04	chr16:24563280:+|chr16:24570141:+	31.5	5.61248608016091	8.91843935776745e-26	TRUE	chr16:24537693:+;chr16:24539556:+;chr16:24540574:+;chr16:24555830:+;chr16:24563280:+	chr16:24559790:+;chr16:24549401:+;chr16:24569505:+;chr16:24570141:+
RABGAP1L	1.04177383319281e-26	P03-PA01	chr1:174159581:+|chr1:174220380:+	24.8925729442971	4.98924572899522	1.24405691184651e-25	TRUE	chr1:174159517:+;chr1:174159581:+;chr1:174637378:+;chr1:174799932:+;chr1:174874458:+;chr1:174875546:+	chr1:174220380:+;chr1:174545902:+;chr1:174958187:+;chr1:174991958:+
ZSCAN12	1.29005753054526e-26	P04-PA06	chr6:28399731:-|chr6:28388953:-	28.7809238500193	5.36478553625579	1.53583913345954e-25	TRUE	chr6:28383439:-;chr6:28399731:-	chr6:28378824:-;chr6:28378960:-;chr6:28379217:-;chr6:28380065:-;chr6:28386839:-;chr6:28388953:-
FAM228B	2.44925087699417e-26	P01-PA01	chr2:24076526:+|chr2:24096588:+	53.2034715874701	7.29407098865031	2.90699197077387e-25	TRUE	chr2:24076526:+;chr2:24076833:+;chr2:24123469:+;chr2:24124362:+;chr2:24146938:+	chr2:24096588:+;chr2:24169638:+
EP400	2.86202618760945e-26	P03-PA04	chr12:132062595:+|chr12:132078910:+	24.2983297247139	4.92933359844045	3.38658600254212e-25	TRUE	chr12:131949942:+;chr12:132062595:+	chr12:131990662:+;chr12:132077839:+;chr12:132078910:+;chr12:132080458:+
VASH2	3.26078903525177e-26	P01-PA03	chr1:212950520:+|chr1:212991585:+	32.6631742181031	5.71517053272281	3.84674294370762e-25	TRUE	chr1:212950520:+;chr1:212950594:+;chr1:212951528:+;chr1:212961227:+	chr1:212953603:+;chr1:212991585:+;chr1:212971172:+
CNTN1	3.74207593564961e-26	P08-PA08	chr12:41029114:+|chr12:41072408:+	40.3878933566434	6.35514699724903	4.40117873639998e-25	TRUE	chr12:40827938:+;chr12:40908354:+;chr12:41029114:+	chr12:41070239:+;chr12:40972431:+;chr12:40972625:+;chr12:40973558:+;chr12:41071653:+;chr12:41071929:+;chr12:41072408:+
TPM2	5.28057330492062e-26	P06-PA02	chr9:35690056:-|chr9:35682926:-	93.2761877585961	9.65795981346972	6.19194936025783e-25	TRUE	chr9:35685466:-;chr9:35689900:-;chr9:35690056:-	chr9:35682008:-;chr9:35682926:-
GTF3C2	8.47349143872641e-26	P11-PA03	chr2:27356764:-|chr2:27333611:-	18.4294479901792	4.29295329466548	9.90609674803661e-25	TRUE	chr2:27328089:-;chr2:27328490:-;chr2:27328850:-;chr2:27328931:-;chr2:27329460:-;chr2:27337308:-;chr2:27356492:-;chr2:27356764:-;chr2:27356999:-	chr2:27325854:-;chr2:27326326:-;chr2:27333611:-
SNHG14	1.26705794382425e-25	P07-PA04	chr15:25019035:+|chr15:25021677:+	101.680672268908	10.0836834673103	1.4768432860203e-24	TRUE	chr15:25000305:+;chr15:25019035:+	chr15:25002313:+;chr15:25002401:+;chr15:25021354:+;chr15:25021677:+
C17orf75	1.46958828265669e-25	P01-PA01	chr17:32334543:-|chr17:32328441:-	100.159279567985	10.0079608096747	1.70779318936791e-24	TRUE	chr17:32334543:-;chr17:32335362:-;chr17:32337941:-;chr17:32341871:-;chr17:32341952:-;chr17:32342167:-;chr17:32342269:-;chr17:32350023:-	chr17:32328441:-;chr17:32331596:-
DHFR	4.87657017449082e-25	P03-PA01	chr5:80654547:-|chr5:80626231:-	83.7869918699187	9.15352346749156	5.65014514562284e-24	TRUE	chr5:80654547:-;chr5:80654674:-;chr5:80654983:-	chr5:80626231:-;chr5:80628749:-
EIF2AK4	5.09944616194865e-25	P08-PA03	chr15:40030393:+|chr15:40035591:+	49.7335253456221	7.05220003584854	5.89084388975255e-24	TRUE	chr15:39934115:+;chr15:40002391:+;chr15:40030393:+	chr15:39953951:+;chr15:39977872:+;chr15:40035591:+
CCT6A	5.59980768555784e-25	P05-PA03	chr7:56059544:+|chr7:56063985:+	49.8842917736455	7.06288126571908	6.4497193254073e-24	TRUE	chr7:56051685:+;chr7:56051765:+;chr7:56054476:+;chr7:56056312:+;chr7:56059544:+;chr7:56062619:+	chr7:56063404:+;chr7:56063515:+;chr7:56063985:+
NOLC1	5.71885907809093e-25	P03-PA04	chr10:102160730:+|chr10:102163866:+	32.672618911195	5.71599675570193	6.56740955486962e-24	TRUE	chr10:102152176:+;chr10:102152389:+;chr10:102160730:+	chr10:102163866:+;chr10:102161654:+;chr10:102162600:+;chr10:102162662:+
SNX3	9.18554617972975e-25	P01-PA01	chr6:108260964:-|chr6:108211227:-	59.5032597627044	7.71383560640907	1.05174503757906e-23	TRUE	chr6:108260964:-;chr6:108261040:-;chr6:108261244:-	chr6:108211227:-;chr6:108211513:-
COA5	1.36900058393297e-24	P02-PA02	chr2:98605837:-|chr2:98600483:-	70.5972651829498	8.40221787285654	1.56290887778623e-23	TRUE	chr2:98604790:-;chr2:98605837:-;chr2:98608507:-	chr2:98599402:-;chr2:98600483:-
CBWD1	1.46611066159576e-24	P02-PA01	chr9:146140:-|chr9:121042:-	42.890699531309	6.54909913891285	1.66887976771705e-23	TRUE	chr9:146140:-;chr9:164009:-;chr9:172172:-;chr9:173325:-;chr9:179008:-;chr9:179147:-	chr9:121042:-;chr9:121089:-;chr9:121409:-
ITPRID2	1.5113592738231e-24	P12-PA03	chr2:181918861:+|chr2:181930738:+	100.429824561404	10.0214681839241	1.71537074431293e-23	TRUE	chr2:181891730:+;chr2:181891833:+;chr2:181891955:+;chr2:181918861:+	chr2:181894698:+;chr2:181930738:+
ODF2L	4.79989959082261e-24	P07-PA01	chr1:86371056:-|chr1:86348737:-	43.421669793621	6.58951210588622	5.43197939159082e-23	TRUE	chr1:86360441:-;chr1:86360536:-;chr1:86371056:-;chr1:86385544:-;chr1:86385814:-;chr1:86395977:-;chr1:86396196:-;chr1:86396253:-	chr1:86348737:-;chr1:86358810:-
RBFOX3	6.58937261636408e-24	P01-PA01	chr17:79096693:-|chr17:79089351:-	78.0309278350516	8.83351163666249	7.43548625956677e-23	TRUE	chr17:79096693:-;chr17:79183472:-;chr17:79611051:-	chr17:79089351:-;chr17:79091947:-;chr17:79210235:-;chr17:79235025:-
OSBPL1A	6.98802931622714e-24	P03-PA01	chr18:24271685:-|chr18:24162045:-	22.0533309968165	4.69609742198951	7.86254281158158e-23	TRUE	chr18:24179835:-;chr18:24271611:-;chr18:24271685:-;chr18:24377538:-;chr18:24397784:-	chr18:24162045:-;chr18:24357125:-
CADM2	9.60268005450868e-24	P05-PA04	chr3:85726482:+|chr3:86068796:+	26.8977666538313	5.18630568457272	1.0773266124554e-22	TRUE	chr3:84958989:+;chr3:85726482:+	chr3:85042548:+;chr3:85993216:+;chr3:86068796:+
TTC17	1.09414491026477e-23	P11-PA04	chr11:43451180:+|chr11:43494931:+	29.178843342339	5.40174447214407	1.22399601599447e-22	TRUE	chr11:43358920:+;chr11:43379258:+;chr11:43398033:+;chr11:43404052:+;chr11:43436222:+;chr11:43450138:+;chr11:43451180:+;chr11:43489797:+	chr11:43401618:+;chr11:43446513:+;chr11:43446716:+;chr11:43494931:+
UBE2D2	1.73817364259242e-23	P07-PA02	chr5:139600404:+|chr5:139627692:+	15.9006978730777	3.9875679145411	1.93888538412959e-22	TRUE	chr5:139561166:+;chr5:139561339:+;chr5:139561724:+;chr5:139600404:+	chr5:139626853:+;chr5:139627692:+;chr5:139628434:+
UROS	2.08892143349087e-23	P02-PA02	chr10:125796163:-|chr10:125793528:-	65.7352086090285	8.10772524257134	2.32347746873713e-22	TRUE	chr10:125796163:-;chr10:125815060:-;chr10:125816252:-;chr10:125816510:-;chr10:125823039:-;chr10:125823196:-	chr10:125793528:-;chr10:125788582:-
INF2	2.24949052639673e-23	P12-PA02	chr14:104707864:+|chr14:104715317:+	63.48	7.96743371481683	2.49494775477563e-22	TRUE	chr14:104689606:+;chr14:104707864:+;chr14:104709294:+;chr14:104713305:+	chr14:104704793:+;chr14:104719604:+;chr14:104715317:+
CNOT2	2.29949291472856e-23	P02-PA01	chr12:70243410:+|chr12:70331700:+	24.0494702665755	4.90402592433763	2.54316077188588e-22	TRUE	chr12:70243410:+;chr12:70278132:+;chr12:70310963:+;chr12:70335439:+;chr12:70337483:+;chr12:70338436:+;chr12:70338766:+;chr12:70342108:+;chr12:70342269:+	chr12:70331700:+;chr12:70354344:+;chr12:70354646:+;chr12:70354993:+
FEZ2	3.01071533028098e-23	P06-PA01	chr2:36578832:-|chr2:36552258:-	11.7258532444205	3.42430332249064	3.32031580192177e-22	TRUE	chr2:36560845:-;chr2:36561498:-;chr2:36578832:-;chr2:36581327:-;chr2:36591011:-;chr2:36598166:-	chr2:36552258:-;chr2:36578658:-
UBE3B	3.04399369406144e-23	P06-PA03	chr12:109529930:+|chr12:109536700:+	62.5	7.90569415042095	3.34753317824327e-22	TRUE	chr12:109477402:+;chr12:109477623:+;chr12:109501425:+;chr12:109529930:+	chr12:109490639:+;chr12:109490719:+;chr12:109536700:+
ZEB2	3.2223988732198e-23	P19-PA02	chr2:144517718:-|chr2:144511389:-	50.622009569378	7.11491458623208	3.5337461446323e-22	TRUE	chr2:144396461:-;chr2:144396562:-;chr2:144398318:-;chr2:144517419:-;chr2:144517506:-;chr2:144517718:-;chr2:144517825:-;chr2:144518406:-;chr2:144520102:-;chr2:144520332:-	chr2:144388016:-;chr2:144511389:-
PANK2	3.64571214370951e-23	P02-PA04	chr20:3888839:+|chr20:3923510:+	77.8729550991994	8.82456543401427	3.98672959984863e-22	TRUE	chr20:3888839:+;chr20:3888923:+;chr20:3889387:+;chr20:3889802:+	chr20:3923510:+;chr20:3908620:+;chr20:3917810:+;chr20:3923472:+;chr20:3923891:+
TAF1D	4.76684285177805e-23	P10-PA04	chr11:93741476:-|chr11:93738302:-	25.6731286789823	5.06686576484736	5.19812863360559e-22	TRUE	chr11:93732268:-;chr11:93734661:-;chr11:93735848:-;chr11:93736157:-;chr11:93736239:-;chr11:93736741:-;chr11:93738292:-;chr11:93741476:-	chr11:93730281:-;chr11:93730202:-;chr11:93735929:-;chr11:93738302:-
PRKAR1A	5.26014123723491e-23	P11-PA02	chr17:68525882:+|chr17:68532753:+	48.4956407869729	6.96388115830339	5.72003626719427e-22	TRUE	chr17:68511780:+;chr17:68511985:+;chr17:68512379:+;chr17:68512882:+;chr17:68515394:+;chr17:68522814:+;chr17:68525882:+	chr17:68530665:+;chr17:68532753:+
KDM5B	5.66835351957468e-23	P01-PA01	chr1:202729715:-|chr1:202727404:-	14.5020444693143	3.80815499544258	6.14676887234101e-22	TRUE	chr1:202729715:-;chr1:202733427:-;chr1:202736240:-;chr1:202745912:-;chr1:202750702:-;chr1:202755370:-;chr1:202760523:-;chr1:202808216:-;chr1:202808416:-	chr1:202727404:-;chr1:202728202:-;chr1:202728430:-;chr1:202729900:-
REV1	6.37498004473249e-23	P02-PA02	chr2:99406353:-|chr2:99400950:-	30.7554751524605	5.54576190910324	6.89383258726211e-22	TRUE	chr2:99406353:-;chr2:99406928:-;chr2:99410850:-;chr2:99412953:-;chr2:99438680:-;chr2:99489973:-	chr2:99400950:-;chr2:99403061:-;chr2:99400475:-;chr2:99437647:-;chr2:99438572:-
ZFYVE16	8.69790217049799e-23	P07-PA03	chr5:80459439:+|chr5:80478902:+	95.5765765765766	9.77632735625074	9.37975987527665e-22	TRUE	chr5:80408013:+;chr5:80459439:+	chr5:80438493:+;chr5:80478902:+
DLGAP4	9.4019304650388e-23	P11-PA03	chr20:36524326:+|chr20:36528633:+	20.3632432592417	4.51256504210651	1.01109710774575e-21	TRUE	chr20:36461338:+;chr20:36461468:+;chr20:36461747:+;chr20:36473119:+;chr20:36496995:+;chr20:36500197:+;chr20:36524326:+	chr20:36527080:+;chr20:36528633:+;chr20:36528129:+
RSL1D1	1.06239586030582e-22	P01-PA01	chr16:11846567:-|chr16:11837339:-	28.8688858641696	5.37297737424695	1.13936834274671e-21	TRUE	chr16:11846567:-;chr16:11851232:-;chr16:11851508:-	chr16:11837339:-;chr16:11839834:-;chr16:11839947:-
OFD1	1.16298249786495e-22	P08-PA02	chrX:13746393:+|chrX:13767157:+	94.9219251336898	9.74278836543676	1.24381617148028e-21	TRUE	chrX:13734713:+;chrX:13734898:+;chrX:13735264:+;chrX:13746393:+	chrX:13746813:+;chrX:13767157:+;chrX:13769224:+;chrX:13769353:+
PDS5B	1.23499905037171e-22	P05-PA03	chr13:32770190:+|chr13:32775906:+	41.300959166895	6.426582230618	1.31721953509508e-21	TRUE	chr13:32586452:+;chr13:32586543:+;chr13:32758169:+;chr13:32770190:+	chr13:32699791:+;chr13:32758211:+;chr13:32775906:+
METTL21A	1.25279576444551e-22	P01-PA01	chr2:207613026:-|chr2:207609118:-	107.017534811759	10.3449279751847	1.33255024890338e-21	TRUE	chr2:207613026:-;chr2:207624380:-;chr2:207624551:-;chr2:207624983:-;chr2:207625121:-;chr2:207625262:-;chr2:207625331:-;chr2:207625927:-;chr2:207626053:-	chr2:207609118:-;chr2:207612745:-;chr2:207612811:-
WNK1	1.33673676794306e-22	P01-PA01	chr12:752579:+|chr12:859365:+	80.8317757009346	8.99064934812467	1.41796082768455e-21	TRUE	chr12:752579:+;chr12:896623:+;chr12:900473:+;chr12:900597:+	chr12:859365:+;chr12:909639:+;chr12:911452:+;chr12:911294:+
